orth	charde	charad	cat	lem	pag	linea
ἐπεὶ	449	453	d	ἐπεί	3.133	16
δ	454	455	n	δέ	3.133	16
ἔξωθεν	457	463	d	ἔξωθεν	3.133	16
μὲν	464	467	d	μέν	3.133	16
ἱκανὸν	468	474	a	ἱκανός	3.133	16
ἦν	475	477	v	εἰμί	3.133	16
ὕψος	478	482	n	ὕψος	3.133	16
τῷ	483	485	d	ὁ	3.133	16
τοῦ	558	561	l	ὁ	3.133	17
πήχεως	562	568	n	πῆχυς	3.133	17
πέρατι	569	575	n	πέρας	3.133	17
τὰ	577	579	l	ὁ	3.133	17
δ	580	581	n	δέ	3.133	17
ἔνδον	583	588	d	ἔνδον	3.133	17
ταπεινὰ	589	596	a	ταπεινός	3.133	17
διὰ	597	600	n	διά	3.133	17
τὴν	601	604	l	ὁ	3.133	17
ἀπόφυσιν	605	613	n	ἀπόφυσις	3.133	17
αὐτοῦ	686	691	p	αὐτός	3.133	18
τὴν	692	695	l	ὁ	3.133	18
μικρὰν	696	702	a	μικρός	3.133	18
ἔξωθέν	704	710	v	ἔξωθεν	3.133	18
τε	711	713	d	τε	3.133	18
καὶ	714	717	d	καί	3.133	18
κάτωθεν	718	725	v	κάτωθεν	3.133	18
τεταγμένην	726	736	v	τάσσω	3.133	18
ἣν	738	740	p	ὅς	3.133	18
περιβαίνειν	866	877	v	περιβαίνω	3.134	1
ἐλέγομεν	878	886	v	λέγω	3.134	1
ἓν	887	889	a	εἷς	3.134	1
τῶν	890	893	p	ὁ	3.134	1
κατὰ	894	898	d	κατά	3.134	1
τὸν	899	902	p	ὁ	3.134	1
καρπὸν	903	909	n	καρπός	3.134	1
ὀστῶν	910	915	n	ὀστός	3.134	1
ἔθηκέ	987	992	v	τίθημι	3.134	2
τι	993	995	p	τις	3.134	2
κᾀνταῦθα	996	1004	d	εἰνταῦθα	3.134	2
καθάπερ	1006	1013	d	καθά	3.134	2
τινὰ	1014	1018	p	τις	3.134	2
χάρακα	1019	1025	n	χάραξ	3.134	2
πρόμηκες	1027	1035	a	πρόμηξ	3.134	2
ὀστοῦν	1036	1042	v	ὀστός	3.134	2
ἔσω	1114	1117	v	ἔσω	3.134	3
νεῦον	1118	1123	v	νεύω	3.134	3
ὀρθὸν	1124	1129	a	ὀρθός	3.134	3
ὑφ	1131	1133	d	ὑπό	3.134	3
οὗ	1135	1137	p	ὅς	3.134	3
τά	1138	1140	p	ὁ	3.134	3
τ	1141	1142	p	τε	3.134	3
