orth	charde	charad	cat	lem	pag	linea
ιπποκρατους	388	399	n		18a.101	1
αφορισμοι	400	409	n		18a.101	1
Και	410	413	n	Καῖς	18a.101	1
Γαληνου	423	430	n	Γαλήνιος	18a.101	1
Εις	431	434	n	Εὔλις	18a.101	1
Αυτους	435	441	n	Ἁτός	18a.101	1
Υπομνηματα	451	461	n	Πυδνήστρα	18a.101	1
.	461	462	u	.	18a.101	1
πάντες	652	658	n	πᾶς	18a.101	1
σχεδὸν	659	665	d	σχεδόν	18a.101	1
οἱ	666	668	l	ὁ	18a.101	1
προγράψαντες	669	681	v	προγράφω	18a.101	1
ἐξηγήσεις	682	691	v	ἐξήγησις	18a.101	1
τῶν	766	769	l	ὁ	18a.101	2
ἀφορισμῶν	770	779	n	ἀφορισμός	18a.101	2
ἐν	780	782	d	ἐν	18a.101	2
ἀρχῇ	783	787	n	ἀρχή	18a.101	2
μὲν	788	791	d	μέν	18a.101	2
ἐπὶ	792	795	d	ἐπί	18a.101	2
πλέον	796	801	a	πλείων	18a.101	2
ἐπεκτείνουσι	802	814	v	ἐπεκτείνω	18a.101	2
τοῦ	815	818	p	ὁ	18a.101	2
χρησίμου	893	901	a	χρήσιμος	18a.101	3
τὸν	902	905	l	ὁ	18a.101	3
λόγον	906	911	v	λόγος	18a.101	3
ἐκλύονται	913	922	v	ἐκλύω	18a.101	3
δὲ	923	925	d	δέ	18a.101	3
προϊόντες	926	935	v	πρόειμι	18a.101	3
ὥστε	937	941	d	ὥστε	18a.101	3
πρῶτον	942	948	a	πρῶτος	18a.101	3
μὲν	1023	1026	d	μέν	18a.101	4
ἐπὶ	1027	1030	d	ἐπί	18a.101	4
τὸ	1031	1033	p	ὁ	18a.101	4
χρήσιμον	1034	1042	a	χρήσιμος	18a.101	4
προϊέναι	1043	1051	v	προίημι	18a.101	4
μόνον	1052	1057	a	μόνος	18a.101	4
εἶθ	1059	1062	d	εἶτα	18a.101	4
ἑξῆς	1064	1068	d	ἑξῆς	18a.101	4
ἐλλιπέστερον	1069	1081	a	ἐλλιπής	18a.101	4
τούτου	1156	1162	p	οὗτος	18a.101	5
καὶ	1163	1166	d	καί	18a.101	5
τελευτῶντες	1167	1178	v	τελευτάω	18a.101	5
ἐσχάτως	1272	1279	d	ἔσχατος	18a.101	5
συντέμνουσι	1280	1291	v	συντέμνω	18a.101	5
τὰς	1292	1295	p	ὁ	18a.101	5
ἐξηγήσεις	1370	1379	v	ἐξήγησις	18a.101	6
ὡς	1381	1383	d	ὡς	18a.101	6
μηδ	1384	1387	d	μηδέ	18a.101	6
ὅτι	1389	1392	d	ὅτι	18a.101	6
νόθοι	1393	1398	a	νόθος	18a.101	6
τῶν	1399	1402	p	ὁ	18a.101	6
ἀφορισμῶν	1403	1412	n	ἀφορισμός	18a.101	6
εἰσιν	1413	1418	v	εἰμί	18a.101	6
ἔνιοι	1419	1424	a	ἔνιοι	18a.101	6
καὶ	1499	1502	d	καί	18a.101	7
προφανῶς	1503	1511	d	προφανής	18a.101	7
ψευδεῖς	1512	1519	a	ψευδής	18a.101	7
ἔτι	1521	1524	d	ἔτι	18a.101	7
παρακολουθεῖν	1525	1538	v	παρακολουθέω	18a.101	7
.	1538	1539	u	.	18a.101	7
ἀλλ	1540	1543	d	ἀλλά	18a.101	7
ὥσπερ	1545	1550	d	ὥσπερ	18a.101	7
οἱ	1551	1553	p	ὁ	18a.101	7
κάμνοντες	1687	1696	v	κάμνω	18a.102	1
ἐν	1697	1699	d	ἐν	18a.102	1
τοῖς	1700	1704	l	ὁ	18a.102	1
διαλόγοις	1705	1714	a	διάλογος	18a.102	1
ἐπινεύουσι	1715	1725	v	ἐπινεύω	18a.102	1
πρὸς	1726	1730	d	πρός	18a.102	1
ἅπαν	1731	1735	a	ἅπας	18a.102	1
ἑτοίμως	1736	1743	d	ἑτοῖμος	18a.102	1
οὕτω	1819	1823	d	οὕτως	18a.102	2
καὶ	1824	1827	d	καί	18a.102	2
αὐτοὶ	1828	1833	a	αὐτός	18a.102	2
προσίενταί	1834	1844	v	προσίημι	18a.102	2
τε	1845	1847	d	τε	18a.102	2
πάντας	1848	1854	a	πᾶς	18a.102	2
οὓς	1856	1859	p	ὅς	18a.102	2
ἂν	1860	1862	d	ἄν1	18a.102	2
εὕρωσι	1863	1869	v	εὑρίσκω	18a.102	2
γεγραμμένους	1870	1882	v	γράφω	18a.102	2
ἀφορισμοὺς	1957	1967	n	ἀφορισμός	18a.102	3
εἰς	1968	1971	v	εἰς	18a.102	3
ἔσχατόν	1972	1979	a	ἔσχατος	18a.102	3
τε	1980	1982	d	τε	18a.102	3
βραχυλογίας	1983	1994	n	βραχυλογία	18a.102	3
ἀφικνοῦνται	1995	2006	v	ἀφικνέομαι	18a.102	3
κατὰ	2081	2085	d	κατά	18a.102	4
τὰς	2086	2089	p	ὁ	18a.102	4
ἐξηγήσεις	2090	2099	v	ἐξήγησις	18a.102	4
αὐτῶν	2100	2105	a	αὐτός	18a.102	4
ἐπιλανθανόμενοι	2106	2121	v	ἐπιλανθάνομαι	18a.102	4
τῆς	2122	2125	l	ὁ	18a.102	4
ἐν	2200	2202	r	ἐν	18a.102	5
ἀρχῇ	2203	2207	n	ἀρχή	18a.102	5
μακρολογίας	2208	2219	n	μακρολογία	18a.102	5
.	2219	2220	u	.	18a.102	5
ἀλλ	2221	2224	p	ἀλλά	18a.102	5
ἡμεῖς	2226	2231	p	ἐγώ	18a.102	5
γε	2232	2234	d	γε	18a.102	5
τὰς	2235	2238	p	ὁ	18a.102	5
ἄλλας	2239	2244	p	ἄλλος	18a.102	5
αὐτῶν	2245	2250	p	αὐτός	18a.102	5
ἀτοπίας	2251	2258	a	ἀτοπία	18a.102	5
ἐπειράθημεν	2333	2344	v	πειράω	18a.102	6
φυλάξασθαι	2345	2355	v	φυλάσσω	18a.102	6
καὶ	2356	2359	d	καί	18a.102	6
πάσας	2360	2365	a	πᾶς	18a.102	6
ὁμαλῶς	2366	2372	d	ὁμαλής	18a.102	6
ποιήσασθαι	2373	2383	v	ποιέω	18a.102	6
τὰς	2458	2461	p	ὁ	18a.102	7
ἐξηγήσεις	2462	2471	v	ἐξήγησις	18a.102	7
ἐσπουδάσαμεν	2472	2484	v	σπουδάζω	18a.102	7
ἐστοχασμένας	2486	2498	v	στοχάζομαι	18a.102	7
μὲν	2499	2502	d	μέν	18a.102	7
τῶν	2503	2506	l	ὁ	18a.102	7
ἀληθῶν	2581	2587	v	ἀληθής	18a.102	8
τε	2588	2590	d	τε	18a.102	8
ἅμα	2591	2594	d	ἅμα	18a.102	8
καὶ	2595	2598	d	καί	18a.102	8
χρησίμων	2599	2607	a	χρήσιμος	18a.102	8
τῇ	2608	2610	d	ὁ	18a.102	8
τέχνῃ	2611	2616	n	τέχνη	18a.102	8
τῇ	2618	2620	d	ὁ	18a.102	8
δὲ	2621	2623	d	δέ	18a.102	8
ἑρμηνείᾳ	2624	2632	n	ἑρμήνεια	18a.102	8
μήτε	2707	2711	d	μήτε	18a.102	9
εἰς	2712	2715	v	εἰς	18a.102	9
βραχυλογίαν	2716	2727	n	βραχυλογία	18a.102	9
ἐσχάτην	2728	2735	a	ἔσχατος	18a.102	9
συνηγμένας	2736	2746	v	συνάγνημι	18a.102	9
οὐ	2748	2750	d	οὐ	18a.102	9
γὰρ	2751	2754	d	γάρ	18a.102	9
ὑπομνήματι	2755	2765	n	ὑπόμνημα	18a.102	9
τὸ	2842	2844	d	ὁ	18a.102	10
τοιοῦτον	2845	2853	a	τοιοῦτος	18a.102	10
ἀλλὰ	2855	2859	d	ἀλλά	18a.102	10
συγγράμματι	2860	2871	n	σύγγραμμα	18a.102	10
πρέπει	2872	2878	v	πρέπω	18a.102	10
μήτ	2880	2883	d	μήτε	18a.102	10
εἰς	2885	2888	r	εἰς	18a.102	10
μῆκος	2889	2894	n	μῆκος	18a.102	10
τοσοῦτον	2971	2979	a	τοσοῦτος	18a.102	11
ὅσον	2981	2985	a	ὅσος	18a.102	11
ἐν	2986	2988	r	ἐν	18a.102	11
ἀρχῇ	2989	2993	n	ἀρχή	18a.102	11
τῶν	2994	2997	p	ὁ	18a.102	11
ἐξηγήσεων	2998	3007	n	ἐξήγησις	18a.102	11
ἐκεῖνοι	3008	3015	a	ἐκεῖνος	18a.102	11
πεποίηνται	3016	3026	v	ποιέω	18a.102	11
.	3026	3027	u	.	18a.102	11
τὸ	3104	3106	l	ὁ	18a.102	12
δ	3107	3108	a	δέ	18a.102	12
ἄριστον	3110	3117	a	ἄριστος	18a.102	12
ἐν	3118	3120	a	ἐν	18a.102	12
ἅπασι	3121	3126	a	ἅπας	18a.102	12
τοῖς	3127	3131	l	ὁ	18a.102	12
λόγοις	3132	3138	n	λόγος	18a.102	12
ὅπερ	3140	3144	p	ὅσπερ	18a.102	12
καὶ	3145	3148	a	καί	18a.102	12
σύμμετρόν	3149	3158	a	σύμμετρος	18a.102	12
ἐστιν	3235	3240	v	εἰμί	18a.102	13
ἑκάστῃ	3241	3247	a	ἕκαστος	18a.102	13
πραγματείᾳ	3248	3258	n	πραγματεία	18a.102	13
τοῦτο	3260	3265	a	οὗτος	18a.102	13
ἐσπουδάσαμεν	3266	3278	v	σπουδάζω	18a.102	13
ἀπ	3279	3281	n	ἀπό	18a.102	13
ἀρχῆς	3283	3288	n	ἀρχή	18a.102	13
μέχρι	3365	3370	n	μέχρι	18a.102	14
τέλους	3371	3377	n	τέλος	18a.102	14
διαφυλάξαι	3378	3388	v	διαφυλάσσω	18a.102	14
.	3388	3389	u	.	18a.102	14
