orth	charde	charad	cat	lem	pag	linea
ιπποκρατους	384	395	n		15.108	1
Περι	396	400	n	Πέλνει]	15.108	1
Φυσιος	401	407	n	Φύπυς	15.108	1
Ανθρωπου	408	416	n	Ἄλλων	15.108	1
Βιβλιον	426	433	n	Βιβλίος	15.108	1
Και	434	437	n	Καῖς	15.108	1
Γαληνου	438	445	n	Γαλήνιος	15.108	1
Εις	455	458	n	Εὔλεις	15.108	1
αυτο	459	463	n	-Υτός	15.108	1
Υπομνημα	464	472	n	Πυδνή	15.108	1
β	473	474	n	β	15.108	1
.	474	475	u	.	15.108	1
Προοίμιον	663	672	n	Προοίμιον	15.108	1
Γαλήνου	673	680	n	Γαλήνη	15.108	1
.	680	681	u	.	15.108	1
αὐτὸ	682	686	p	αὐτός	15.108	1
μὲν	687	690	d	μέν	15.108	1
τὸ	691	693	l	ὁ	15.108	1
περὶ	766	770	r	περί	15.108	2
φύσιος	771	777	n	φύσις	15.108	2
ἀνθρώπου	778	786	n	ἄνθρωπος	15.108	2
βιβλίον	787	794	n	βιβλίον	15.108	2
ἐν	795	797	d	ἐν	15.108	2
τῷ	798	800	p	ὁ	15.108	2
προτέρῳ	801	808	a	πρότερος	15.108	2
τῶνδε	809	814	p	ὅδε	15.108	2
τῶν	815	818	l	ὁ	15.108	2
ὑπομνημάτων	891	902	n	ὑπόμνημα	15.108	3
ἐξήγημαι	903	911	v	ἐξηγέομαι	15.108	3
.	911	912	u	.	15.108	3
νυνὶ	913	917	d	νυνί	15.108	3
δὲ	918	920	d	δέ	15.108	3
τὰ	921	923	l	ὁ	15.108	3
προσκείμενα	924	935	v	πρόσκειμαι	15.108	3
κακῶς	936	941	d	κακός	15.108	3
αὐτῷ	1014	1018	p	αὐτός	15.108	4
προχειριοῦμαι	1019	1032	v	προχειρίζω	15.108	4
συγκείμενα	1034	1044	v	σύγκειμι	15.108	4
καὶ	1045	1048	d	καί	15.108	4
αὐτὰ	1049	1053	a	αὐτός	15.108	4
μετὰ	1054	1058	r	μετά	15.108	4
διασκευῆς	1059	1068	a	διασκευή	15.108	4
.	1068	1069	u	.	15.108	4
ἓν	1142	1144	a	εἷς	15.108	5
μὲν	1145	1148	d	μέν	15.108	5
γάρ	1149	1152	d	γάρ	15.108	5
ἐστι	1153	1157	v	εἰμί	15.108	5
μικρὸν	1158	1164	a	μικρός	15.108	5
βιβλίον	1165	1172	n	βιβλίον	15.108	5
ἐν	1173	1175	r	ἐν	15.108	5
ᾧ	1176	1177	p	ὅς	15.108	5
περὶ	1178	1182	r	περί	15.108	5
τῆς	1183	1186	l	ὁ	15.108	5
τῶν	1187	1190	l	ὁ	15.108	5
ὑγιαινόντων	1191	1202	v	ὑγιαίνω	15.108	5
διαίτης	1275	1282	n	δίαιτα	15.108	6
γέγραπται	1283	1292	v	γράφω	15.108	6
καὶ	1293	1296	d	καί	15.108	6
δοκεῖ	1297	1302	v	δοκέω	15.108	6
Πολύβου	1303	1310	n	Πόλυβος	15.108	6
εἶναι	1311	1316	v	εἰμί	15.108	6
σύγγραμμα	1317	1326	n	σύγγραμμα	15.108	6
τοῦ	1456	1459	n	ὁ	15.109	1
Ἱπποκράτους	1460	1471	n	Ἱπποκράτης	15.109	1
μαθητοῦ	1472	1479	n	μαθητός	15.109	1
.	1479	1480	u	.	15.109	1
τὸ	1481	1483	l	ὁ	15.109	1
δὲ	1484	1486	d	δέ	15.109	1
μεταξὺ	1487	1493	d	μεταξύ	15.109	1
τούτου	1494	1500	p	οὗτος	15.109	1
τε	1501	1503	d	τε	15.109	1
καὶ	1504	1507	d	καί	15.109	1
τοῦ	1580	1583	l	ὁ	15.109	2
περὶ	1584	1588	r	περί	15.109	2
φύσιος	1589	1595	a	φύσις	15.109	2
ἀνθρώπου	1596	1604	n	ἄνθρωπος	15.109	2
διεσκεύασται	1606	1618	v	διασκευάζω	15.109	2
παρεγγεγραμμένον	1619	1635	v	παρεγγράφος	15.109	2
ὑπὸ	1708	1711	r	ὑπό	15.109	3
τοῦ	1712	1715	p	ὁ	15.109	3
πρῶτον	1716	1722	a	πρῶτος	15.109	3
συνθέντος	1723	1732	v	συντίον	15.109	3
ἐς	1733	1735	a	εἰς	15.109	3
ταὐτὸ	1736	1741	p	αὐτός	15.109	3
τὰ	1742	1744	p	ὁ	15.109	3
δύο	1745	1748	a	δύο	15.109	3
ταῦτα	1749	1754	p	οὗτος	15.109	3
βιβλίδια	1755	1763	n	βιβλίδιον	15.109	3
τὸ	1837	1839	l	ὁ	15.109	4
περὶ	1840	1844	n	περί	15.109	4
φύσιος	1845	1851	n	φύσις	15.109	4
ἀνθρώπου	1852	1860	n	ἄνθρωπος	15.109	4
τοῦ	1861	1864	p	ὁ	15.109	4
Ἱπποκράτους	1865	1876	n	Ἱπποκράτης	15.109	4
αὐτὸ	1877	1881	a	αὐτός	15.109	4
σύγγραμμα	1882	1891	n	σύγγραμμα	15.109	4
καὶ	1964	1967	d	καί	15.109	5
τὸ	1968	1970	l	ὁ	15.109	5
Πολύβου	1971	1978	n	Πόλυβος	15.109	5
περὶ	1979	1983	n	περί	15.109	5
διαίτης	1984	1991	n	δίαιτα	15.109	5
ὑγιεινῆς	1992	2000	a	ὑγιεινός	15.109	5
.	2000	2001	u	.	15.109	5
ἐν	2002	2004	r	ἐν	15.109	5
γὰρ	2005	2008	d	γάρ	15.109	5
τῷ	2009	2011	d	ὁ	15.109	5
κατὰ	2012	2016	r	κατά	15.109	5
τοὺς	2089	2093	l	ὁ	15.109	6
Ἀτταλικούς	2094	2104	a	Ἀτταλικός	15.109	6
τε	2105	2107	d	τέ	15.109	6
καὶ	2108	2111	d	καί	15.109	6
Πτολεμαϊκοὺς	2112	2124	a	Πτολεμαικός	15.109	6
βασιλέας	2125	2133	n	βασιλεύς	15.109	6
χρόνῳ	2134	2139	n	χρόνος	15.109	6
πρὸς	2140	2144	r	πρός	15.109	6
ἀλλήλους	2217	2225	a	ἀλλήλων	15.109	7
ἀντιφιλοτιμουμένους	2226	2245	v	ἀντιφιλοτιμέομαι	15.109	7
περὶ	2246	2250	n	περί	15.109	7
κτήσεως	2251	2258	n	κτῆσις	15.109	7
βιβλίων	2259	2266	n	βιβλίον	15.109	7
ἡ	2267	2268	n	ὁ	15.109	7
περὶ	2341	2345	n	περί	15.109	8
τὰς	2346	2349	n	ὁ	15.109	8
ἐπιγραφάς	2350	2359	n	ἐπιγραφή	15.109	8
τε	2360	2362	d	τε	15.109	8
καὶ	2363	2366	d	καί	15.109	8
διασκευὰς	2367	2376	n	διασκευή	15.109	8
αὐτῶν	2377	2382	a	αὐτός	15.109	8
ἤρξατο	2383	2389	v	ἄρχω	15.109	8
γίγνεσθαι	2390	2399	v	γίγνομαι	15.109	8
ῥᾳδιουργία	2472	2482	n	ῥᾳδιουργία	15.109	9
τοῖς	2483	2487	l	ὁ	15.109	9
ἕνεκα	2488	2493	n	ἕνεκα	15.109	9
τοῦ	2494	2497	l	ὁ	15.109	9
λαβεῖν	2498	2504	v	λαμβάνω	15.109	9
ἀργύριον	2505	2513	n	ἀργύριον	15.109	9
ἀναφέρουσιν	2514	2525	v	ἀναφέρω	15.109	9
ὡς	2600	2602	d	ὡς	15.109	10
τοὺς	2603	2607	a	ὁ	15.109	10
βασιλεῖς	2608	2616	n	βασιλεύς	15.109	10
ἀνδρῶν	2617	2623	n	ἀνήρ	15.109	10
ἐνδόξων	2624	2631	a	ἔνδοξος	15.109	10
συγγράμματα	2632	2643	n	σύγγραμμα	15.109	10
.	2643	2644	u	.	15.109	10
μικρῶν	2719	2725	a	μικρός	15.109	11
οὖν	2726	2729	d	οὖν	15.109	11
ὄντων	2730	2735	v	εἰμί	15.109	11
ἀμφοτέρων	2736	2745	a	ἀμφότερος	15.109	11
τῶν	2746	2749	a	ὁ	15.109	11
βιβλίων	2750	2757	n	βιβλίον	15.109	11
τοῦ	2758	2761	a	ὁ	15.109	11
περὶ	2836	2840	n	περί	15.109	12
φύσιος	2841	2847	a	φύσις	15.109	12
ἀνθρώπου	2848	2856	n	ἄνθρωπος	15.109	12
καὶ	2857	2860	a	καί	15.109	12
τοῦ	2861	2864	a	ὁ	15.109	12
περὶ	2865	2869	n	περί	15.109	12
διαίτης	2870	2877	n	δίαιτα	15.109	12
ὑγιεινῆς	2878	2886	a	ὑγιεινός	15.109	12
εὐκαταφρόνητον	2962	2976	a	εὐκαταφρόνητος	15.109	13
ἑκάτερον	2977	2985	a	ἑκάτερος	15.109	13
τοῦτο	2986	2991	a	οὗτος	15.109	13
εἶναί	2992	2997	v	εἰμί	15.109	13
τις	2998	3001	p	τις	15.109	13
δόξας	3002	3007	v	δόξα	15.109	13
διὰ	3008	3011	r	διά	15.109	13
τὴν	3012	3015	p	ὁ	15.109	13
σμικρότητα	3090	3100	n	μικρότης	15.109	14
συνέθηκεν	3101	3110	v	συντίθημι	15.109	14
ἐς	3111	3113	r	εἰς	15.109	14
ταὐτὸ	3114	3119	a	αὐτός	15.109	14
ἄμφω	3120	3124	a	ἄμφω	15.109	14
.	3124	3125	u	.	15.109	14
καί	3126	3129	c	καί	15.109	14
τις	3130	3133	p	τις	15.109	14
ἴσως	3134	3138	d	ἴσως	15.109	14
ἄλλος	3213	3218	p	ἄλλος	15.109	15
ἢ	3220	3221	c	ἤ	15.109	15
καὶ	3222	3225	c	καί	15.109	15
αὐτὸς	3226	3231	p	αὐτός	15.109	15
ὁ	3232	3233	p	ὁ	15.109	15
πρῶτος	3234	3240	a	πρῶτος	15.109	15
αὐτὰ	3241	3245	p	αὐτός	15.109	15
συνθεὶς	3246	3253	v	συντίθημι	15.109	15
παρενέθηκέ	3255	3265	v	παραντάω	15.109	15
τινα	3340	3344	p	τις	15.109	16
μεταξὺ	3345	3351	d	μεταξύ	15.109	16
τῶν	3352	3355	p	ὁ	15.109	16
δύο	3356	3359	a	δύο	15.109	16
ταυτὶ	3360	3365	p	οὗτος	15.109	16
τὰ	3366	3368	l	ὁ	15.109	16
νῦν	3369	3372	d	νῦν	15.109	16
προχειρίζεσθαι	3373	3387	v	προχειρίζω	15.109	16
μέλλοντα	3462	3470	v	μέλλω	15.109	17
.	3470	3471	u	.	15.109	17
