orth	charde	charad	cat	lem	pag	linea
ᅠ	162	163	u	̆	12.159	1
ᅠ	263	264	u	̆	12.159	1
ᅠ	366	367	u	̆	12.159	1
Γαληνου	480	487	n	Γαλήνιος	12.159	1
Περι	488	492	r	Πεύς	12.159	1
της	493	496	-	ὁ	12.159	1
των	497	500	-	[κ	12.159	1
απλων	501	506	n		12.159	1
Φαρμακων	507	515	n	Φαρδάς	12.159	1
Κρασεως	521	528	n	Κλύξις	12.159	1
Και	529	532	n	Καῖς	12.159	1
Δυναμεως	533	541	n	Δύνυ	12.159	1
Βιβλιον	547	554	n	Βίβλις	12.159	1
Ι	555	556	r	Ἴ	12.159	1
.	556	557	u	.	12.159	1
ᅠ	649	650	u	̆	12.159	1
Προοίμιον	657	666	n	Προοίμιον	12.159	1
.	666	667	u	.	12.159	1
ὅσα	668	671	a	ὅσος	12.159	1
μὲν	672	675	d	μέν	12.159	1
τῶν	676	679	l	ὁ	12.159	1
φυτῶν	680	685	n	φυτόν	12.159	1
ἐστι	686	690	v	εἰμί	12.159	1
μόρια	691	696	n	μόριον	12.159	1
καὶ	697	700	d	καί	12.159	1
ᅠ	766	767	d	̆	12.159	2
καρποὶ	774	780	n	καρπός	12.159	2
καὶ	781	784	d	καί	12.159	2
χυλοὶ	785	790	n	χυλός	12.159	2
καὶ	791	794	d	καί	12.159	2
ὀποὶ	795	799	n	ὀπός	12.159	2
πρόσθεν	800	807	d	πρόσθεν	12.159	2
εἴρηται	808	815	v	ἐρῶ	12.159	2
νυνὶ	817	821	d	νυνί	12.159	2
δὲ	822	824	d	δέ	12.159	2
τῶν	825	828	p	ὁ	12.159	2
ᅠ	894	895	d	̆	12.159	3
ὑπολοίπων	902	911	a	ὑπόλοιπος	12.159	3
φαρμάκων	912	920	n	φάρμακον	12.159	3
ὅσα	921	924	a	ὅσος	12.159	3
μεταλλεύεται	925	937	v	μεταλλεύω	12.159	3
καὶ	938	941	d	καί	12.159	3
ὅσα	942	945	a	ὅσος	12.159	3
τῆς	946	949	p	ὁ	12.159	3
γῆς	950	953	n	γῆ	12.159	3
ᅠ	1019	1020	p	̆	12.159	4
αὐτῆς	1027	1032	p	αὐτός	12.159	4
ἐστιν	1033	1038	v	εἰμί	12.159	4
εἴδη	1039	1043	v	εἶδος	12.159	4
πρόκειται	1044	1053	v	πρόκειμαι	12.159	4
διελθεῖν	1054	1062	v	διέρχομαι	12.159	4
.	1062	1063	u	.	12.159	4
ἐφεξῆς	1064	1070	d	ἐφεξῆς	12.159	4
δ	1071	1072	d	δέ	12.159	4
αὐτῷ	1074	1078	p	αὐτός	12.159	4
εἰρήσεταί	1079	1088	v	ἔρομαι	12.159	4
