orth	charde	charad	cat	lem	pag	linea
ὁκόσοισι	571	579	n	ὅκοσος	18a.658	17
δὲ	580	582	d	δέ	18a.658	17
δὴ	583	585	d	δή	18a.658	17
οὕτως	586	591	d	οὕτως	18a.658	17
ἐκπέπτωκε	592	601	d	ἐκπίτνω	18a.658	17
καὶ	602	605	d	καί	18a.658	17
ἔτι	606	609	d	ἔτι	18a.658	17
μᾶλλον	610	616	d	μᾶλλον	18a.658	17
τῇ	617	619	d	ὁ	18a.658	17
πτέρνῃ	620	626	d	πτέρνη	18a.658	17
προσεγχρίπτουσιν	703	719	v	προσεγχρίπτω	18a.658	18
ἢ	720	721	d	ἤ	18a.658	18
τὸ	722	724	d	ὁ	18a.658	18
ἔμπροσθεν	725	734	d	ἔμπροσθεν	18a.658	18
.	734	735	u	.	18a.658	18
τὸ	993	995	l	ὁ	18a.659	1
ἐγχρίπτειν	996	1006	v	ἐγχρίπτω	18a.659	1
εἴωθε	1007	1012	v	ἔθω	18a.659	1
λέγειν	1013	1019	v	λέγω	18a.659	1
ἐπὶ	1020	1023	v	ἐπί	18a.659	1
τῶν	1024	1027	l	ὁ	18a.659	1
ἐρειδόντων	1028	1038	v	ἐρείδω	18a.659	1
ἄλληλα	1039	1045	p	ἀλλήλων	18a.659	1
καὶ	1121	1124	p	καί	18a.659	2
τοῦτο	1125	1130	p	οὗτος	18a.659	2
γοῦν	1131	1135	v	γοῦν	18a.659	2
σημαινόμενον	1136	1148	v	σημαίνω	18a.659	2
ὅτε	1149	1152	p	ὅτε	18a.659	2
συνεβούλευε	1153	1164	v	συμβουλεύω	18a.659	2
διαπλάττειν	1165	1176	v	διαπλάσσω	18a.659	2
τὰ	1251	1253	l	ὁ	18a.659	3
κατάγματα	1254	1263	v	κάταγμα	18a.659	3
διιστάντα	1264	1273	v	διίστημι	18a.659	3
πρότερον	1274	1282	a	πρότερος	18a.659	3
ἀπ	1283	1285	a	ἀπό	18a.659	3
ἀλλήλων	1287	1294	p	ἀλλήλων	18a.659	3
τῇ	1295	1297	p	ὁ	18a.659	3
τάσει	1298	1303	v	τάσις	18a.659	3
τὰ	1304	1306	l	ὁ	18a.659	3
κατεαγότα	1381	1390	v	κατάγνυμι	18a.659	4
οὕτως	1392	1397	d	οὕτως	18a.659	4
ἔφη	1398	1401	v	φημί	18a.659	4
ῥᾷον	1402	1406	a	ῥᾴδιος	18a.659	4
γίγνεσθαι	1407	1416	v	γίγνομαι	18a.659	4
τὴν	1417	1420	l	ὁ	18a.659	4
ἐπανόρθωσιν	1421	1432	v	ἐπανόρθωσις	18a.659	4
αὐτῶν	1433	1438	p	αὐτός	18a.659	4
ἢ	1513	1514	d	ἤ	18a.659	5
εἴ	1515	1517	v	εἰ	18a.659	5
τις	1518	1521	p	τις	18a.659	5
ἐγχρίπτοντα	1522	1533	a	ἐγχρίπτω	18a.659	5
πρὸς	1534	1538	d	πρός	18a.659	5
ἄλληλα	1539	1545	a	ἀλλήλων	18a.659	5
συνάγοι	1546	1553	v	συνάγος	18a.659	5
τὰ	1554	1556	l	ὁ	18a.659	5
ὀστέα	1557	1562	n	ὀστέον	18a.659	5
.	1562	1563	u	.	18a.659	5
σαφῶς	1638	1643	d	σαφής	18a.659	6
οὖν	1644	1647	d	οὖν	18a.659	6
καὶ	1648	1651	d	καί	18a.659	6
κατὰ	1652	1656	r	κατά	18a.659	6
τὴν	1657	1660	l	ὁ	18a.659	6
νῦν	1661	1664	d	νῦν	18a.659	6
προκειμένην	1665	1676	v	πρόκειμαι	18a.659	6
ῥῆσιν	1677	1682	v	ῥῆσις	18a.659	6
ἐδήλωσεν	1683	1691	v	δηλόω	18a.659	6
ὃ	1766	1767	p	ὅς	18a.659	7
μικρὸν	1768	1774	d	μικρός	18a.659	7
ἔμπροσθεν	1775	1784	d	ἔμπροσθεν	18a.659	7
εἶπεν	1785	1790	v	εἶπον	18a.659	7
.	1790	1791	u	.	18a.659	7
οὐδὲν	1792	1797	p	οὐδείς	18a.659	7
γὰρ	1798	1801	d	γάρ	18a.659	7
ἧσσον	1802	1807	p	ἥσσων	18a.659	7
τῇ	1808	1810	p	ὁ	18a.659	7
πτέρνῃ	1811	1817	n	πτέρνη	18a.659	7
οὗτοι	1892	1897	p	οὗτος	18a.659	8
βαίνουσιν	1993	2002	v	βαίνω	18a.659	8
ἢ	2003	2004	d	ἤ	18a.659	8
τὸ	2005	2007	l	ὁ	18a.659	8
ἔμπροσθεν	2008	2017	d	ἔμπροσθεν	18a.659	8
.	2017	2018	u	.	18a.659	8
ὅτι	2019	2022	c	ὅτι	18a.659	8
σαφέστερον	2023	2033	a	σαφής	18a.659	8
ἂν	2108	2110	d	ἄν1	18a.659	9
εἴρητο	2111	2117	v	ἐρῶ	18a.659	9
καὶ	2118	2121	d	καί	18a.659	9
κάλλιον	2122	2129	a	καλός	18a.659	9
εἴ	2131	2133	c	εἰ	18a.659	9
τις	2134	2137	p	τις	18a.659	9
αὐτὸ	2138	2142	p	αὐτός	18a.659	9
κατὰ	2143	2147	d	κατά	18a.659	9
τήνδε	2148	2153	p	ὅδε	18a.659	9
τὴν	2154	2157	p	ὁ	18a.659	9
λέξιν	2158	2163	n	λέξις	18a.659	9
ἡρμήνευσεν	2240	2250	v	ἁρμηνεύω	18a.659	10
οὐδὲν	2252	2257	p	οὐδείς	18a.659	10
γὰρ	2258	2261	d	γάρ	18a.659	10
ἧσσον	2262	2267	d	ἥσσων	18a.659	10
τῇ	2268	2270	d	ὁ	18a.659	10
πτέρνῃ	2271	2277	d	πτέρνα	18a.659	10
οὗτοι	2278	2283	p	οὗτος	18a.659	10
βαίνουσιν	2284	2293	v	βαίνω	18a.659	10
ἢ	2294	2295	d	ἤ	18a.659	10
τὸ	2372	2374	p	ὁ	18a.659	11
ἔμπροσθεν	2375	2384	d	ἔμπροσθεν	18a.659	11
ἀλλ	2386	2389	d	ἀλλά	18a.659	11
ἔτι	2391	2394	d	ἔτι	18a.659	11
μᾶλλον	2395	2401	d	μᾶλλον	18a.659	11
οὐ	2403	2405	d	οὐ	18a.659	11
μὴν	2406	2409	d	μήν	18a.659	11
ἐκεῖ	2410	2414	d	ἐκεῖ	18a.659	11
γε	2415	2417	d	γε	18a.659	11
προσέθηκε	2418	2427	d	προστίθημι	18a.659	11
τὸ	2428	2430	d	ὁ	18a.659	11
ἔτι	2507	2510	d	ἔτι	18a.659	12
καὶ	2511	2514	d	καί	18a.659	12
μᾶλλον	2515	2521	d	μᾶλλον	18a.659	12
.	2521	2522	u	.	18a.659	12
