orth	charde	charad	cat	lem	pag	linea
οἷσι	665	669	p	ὅς	18a.582	14
μὲν	670	673	d	μέν	18a.582	14
οὖν	674	677	d	οὖν	18a.582	14
ἂν	678	680	d	ἄν1	18a.582	14
ἐκβῇ	681	685	v	ἐκβαίνω	18a.582	14
εἰς	686	689	v	εἰς	18a.582	14
τὸ	690	692	l	ὁ	18a.582	14
εἴσω	693	697	d	εἴσω	18a.582	14
μακρότερον	699	709	a	μακρός	18a.582	14
τὸ	710	712	l	ὁ	18a.582	14
σκέλος	789	795	a	σκέλος	18a.582	15
φαίνεται	796	804	v	φαίνω	18a.582	15
παραβαλλόμενον	805	819	v	παραβάλλω	18a.582	15
πρὸς	820	824	r	πρός	18a.582	15
τὸ	825	827	l	ὁ	18a.582	15
ἕτερον	828	834	a	ἕτερος	18a.582	15
διὰ	835	838	r	διά	18a.582	15
δισσὰς	839	845	a	δισσός	18a.582	15
προφάσιας	922	931	a	πρόφασις	18a.582	16
εἰκότως	932	939	d	εἰκότως	18a.582	16
.	939	940	u	.	18a.582	16
ἐπὶ	941	944	r	ἐπί	18a.582	16
μὲν	945	948	d	μέν	18a.582	16
γὰρ	949	952	d	γάρ	18a.582	16
τὸ	953	955	l	ὁ	18a.582	16
ἀπὸ	956	959	r	ἀπό	18a.582	16
τοῦ	960	963	l	ὁ	18a.582	16
ἰσχίου	964	970	a	ἰσχίον	18a.582	16
πεφυκὸς	1047	1054	v	φύω	18a.582	17
ὀστέον	1055	1061	n	ὀστέον	18a.582	17
τὸ	1062	1064	l	ὁ	18a.582	17
ἄνω	1065	1068	d	ἄνω	18a.582	17
φερόμενον	1069	1078	v	φέρω	18a.582	17
πρὸς	1079	1083	r	πρός	18a.582	17
τὸν	1084	1087	l	ὁ	18a.582	17
κτένα	1088	1093	n	κτείνω	18a.582	17
ἐπὶ	1094	1097	r	ἐπί	18a.582	17
τούτου	1174	1180	p	οὗτος	18a.582	18
ἡ	1181	1182	p	ὁ	18a.582	18
ἐπίβασις	1183	1191	n	ἐπίβασις	18a.582	18
τῆς	1192	1195	l	ὁ	18a.582	18
κεφαλῆς	1196	1203	n	κεφαλή	18a.582	18
τοῦ	1204	1207	l	ὁ	18a.582	18
μηροῦ	1208	1213	n	μηρός	18a.582	18
γίνεται	1214	1221	v	γίγνομαι	18a.582	18
καὶ	1222	1225	d	καί	18a.582	18
ὁ	1226	1227	l	ὁ	18a.582	18
αὐχὴν	1361	1366	n	αὐχήν	18a.583	1
τοῦ	1367	1370	l	ὁ	18a.583	1
ἄρθρου	1371	1377	n	ἄρθρον	18a.583	1
ἐπὶ	1378	1381	n	ἐπί	18a.583	1
τῆς	1382	1385	l	ὁ	18a.583	1
κοτύλης	1386	1393	n	κοτύλη	18a.583	1
ὀχέεται	1394	1401	v	ὀχέω	18a.583	1
ἔξωθέν	1403	1409	v	ἔξωθεν	18a.583	1
τε	1410	1412	d	τε	18a.583	1
αὖ	1487	1489	d	αὖ	18a.583	2
ὁ	1490	1491	l	ὁ	18a.583	2
γλουτὸς	1492	1499	a	γλουτός	18a.583	2
κοῖλος	1500	1506	a	κοῖλος	18a.583	2
φαίνεται	1507	1515	v	φαίνω	18a.583	2
ἅτε	1517	1520	d	ἅτε	18a.583	2
εἴσω	1521	1525	v	εἴσω	18a.583	2
ῥευσάσης	1526	1534	v	ῥεύω	18a.583	2
τῆς	1535	1538	l	ὁ	18a.583	2
κεφαλῆς	1613	1620	n	κεφαλή	18a.583	3
τοῦ	1621	1624	l	ὁ	18a.583	3
μηροῦ	1625	1630	n	μηρός	18a.583	3
.	1630	1631	u	.	18a.583	3
Σχεδὸν	1816	1822	d	Σχεδόν	18a.583	5
ἅπαντα	1823	1829	a	ἅπας	18a.583	5
σαφῶς	1830	1835	d	σαφής	18a.583	5
αὐτὸς	1836	1841	p	αὐτός	18a.583	5
οὕτως	1842	1847	d	οὕτως	18a.583	5
ἔγραψε	1848	1854	v	γράφω	18a.583	5
τὰ	1855	1857	p	ὁ	18a.583	5
κατὰ	1858	1862	d	κατά	18a.583	5
λόγον	1937	1942	n	λόγος	18a.583	6
ἀρχὴν	1943	1948	d	ἀρχή	18a.583	6
αὐτὴν	1949	1954	p	αὐτός	18a.583	6
παραθέμενος	1955	1966	v	παρατίθημι	18a.583	6
ὡς	1968	1970	d	ὡς	18a.583	6
μηδένα	1971	1977	p	μηδείς	18a.583	6
δύνασθαι	1978	1986	v	δύναμαι	18a.583	6
σαφέστερον	1987	1997	a	σαφής	18a.583	6
εἰπεῖν	2072	2078	v	εἶπον	18a.583	7
ἀλλὰ	2080	2084	d	ἀλλά	18a.583	7
καὶ	2085	2088	d	καί	18a.583	7
τὰς	2089	2092	p	ὁ	18a.583	7
αἰτίας	2093	2099	v	αἰτία	18a.583	7
ὧν	2100	2102	p	ὅς	18a.583	7
λέγει	2103	2108	v	λέγω	18a.583	7
προστίθησιν	2109	2120	v	προστίθημι	18a.583	7
αὐτὸς	2195	2200	p	αὐτός	18a.583	8
ὥσθ	2202	2205	d	ὥστε	18a.583	8
ὅπερ	2207	2211	p	ὅσπερ	18a.583	8
ἤδη	2212	2215	d	ἤδη	18a.583	8
πολλάκις	2216	2224	d	πολλάκις	18a.583	8
εἶπον	2225	2230	v	εἶπον	18a.583	8
ἐρῶ	2232	2235	v	ἐράω	18a.583	8
καὶ	2236	2239	d	καί	18a.583	8
νῦν	2240	2243	d	νῦν	18a.583	8
εἴ	2244	2246	d	εἰ	18a.583	8
τις	2321	2324	p	τις	18a.583	9
προσέχοι	2325	2333	v	προσέχω	18a.583	9
τοῖς	2334	2338	p	ὁ	18a.583	9
λεγομένοις	2339	2349	v	λέγω	18a.583	9
ἀκολουθήσειεν	2350	2363	v	ἀκολουθέω	18a.583	9
αὐτοῖς	2364	2370	p	αὐτός	18a.583	9
εἰ	2372	2374	c	εἰ	18a.583	9
καὶ	2375	2378	d	καί	18a.583	9
μὴ	2455	2457	d	μή	18a.583	10
ἅπαξ	2458	2462	d	ἅπαξ	18a.583	10
ἀναγνοὺς	2463	2471	a	ἀναγικός	18a.583	10
ἀλλὰ	2473	2477	d	ἀλλά	18a.583	10
καὶ	2478	2481	d	καί	18a.583	10
δεύτερον	2482	2490	d	δεύτερος	18a.583	10
καὶ	2491	2494	c	καί	18a.583	10
τρίτον	2495	2501	a	τρίτος	18a.583	10
πάντως	2502	2508	d	πάντως	18a.583	10
.	2508	2509	u	.	18a.583	10
