orth	charde	charad	cat	lem	pag	linea
Φαβωρῖνος	432	441	n	Φαβωρῖνος	1.51	4
δέ	442	444	d	δέ	1.51	4
μοι	445	448	p	ἐγώ	1.51	4
δοκεῖ	449	454	v	δοκέω	1.51	4
παραπλήσιόν	455	466	a	παραπλήσιος	1.51	4
τι	467	469	p	τις	1.51	4
ποιεῖν	470	476	v	ποιέω	1.51	4
τῷ	545	547	p	ὁ	1.51	5
φάσκοντί	548	556	v	φάσκω	1.51	5
σε	557	559	v	σύ	1.51	5
εἶναι	560	565	v	εἰμί	1.51	5
τυφλὸν	566	572	a	τυφλός	1.51	5
δύνασθαι	574	582	v	δύναμαι	1.51	5
δὲ	583	585	v	δέ	1.51	5
κρίνειν	586	593	v	κρίνω	1.51	5
πότερος	595	602	a	πότερος	1.51	5
ἡμῶν	671	675	p	ἐγώ	1.51	6
ἐστι	676	680	v	εἰμί	1.51	6
ῥυπαρώτερος	681	692	a	ῥυπαρός	1.51	6
ἢ	693	694	d	ἤ	1.51	6
λευκότερος	695	705	a	λευκός	1.51	6
οὐκ	707	710	d	οὐ	1.51	6
ἐννοῶν	711	717	v	ἐννοέω	1.51	6
ὅτι	719	722	p	ὅτι	1.51	6
τῷ	723	725	p	ὁ	1.51	6
μὲν	794	797	d	μέν	1.51	7
μέλλοντι	798	806	v	μέλλω	1.51	7
τὰ	807	809	p	ὁ	1.51	7
τοιαῦτα	810	817	a	τοιοῦτος	1.51	7
κρίνειν	818	825	v	κρίνω	1.51	7
ὑπάρχειν	826	834	v	ὑπάρχω	1.51	7
χρὴ	835	838	v	χρή	1.51	7
πρότερον	839	847	a	πρότερος	1.51	7
ὄψιν	848	852	v	ὄψις	1.51	7
.	852	853	u	.	1.51	7
οὐ	922	924	d	οὐ	1.51	8
μὴν	925	928	d	μήν	1.51	8
οὐδὲ	929	933	d	οὐδέ	1.51	8
διαφέρει	934	942	v	διαφέρω	1.51	8
πρὸς	943	947	d	πρός	1.51	8
τὴν	948	951	d	ὁ	1.51	8
κρίσιν	952	958	d	κρίς	1.51	8
ἢ	960	961	d	ἤ	1.51	8
μήδ	962	965	d	μηδέ	1.51	8
ὅλως	967	971	d	ὅλος	1.51	8
ἔχειν	972	977	v	ἔχω	1.51	8
ὄψιν	1046	1050	v	ὄψις	1.51	9
ἢ	1052	1053	d	ἤ	1.51	9
ἔχοντα	1054	1060	v	ἔχω	1.51	9
μὴ	1061	1063	d	μή	1.51	9
πιστεύειν	1064	1073	v	πιστεύω	1.51	9
αὐτῇ	1074	1078	p	αὐτός	1.51	9
.	1078	1079	u	.	1.51	9
κατὰ	1080	1084	r	κατά	1.51	9
δὲ	1085	1087	d	δέ	1.51	9
τὸν	1088	1091	l	ὁ	1.51	9
αὐτὸν	1092	1097	p	αὐτός	1.51	9
τρόπον	1098	1104	a	τρόπος	1.51	9
ὅτι	1176	1179	p	ὅτι	1.51	10
ᾧ	1180	1181	p	ὅς	1.51	10
κρίνομεν	1182	1190	v	κρίνω	1.51	10
ὁποῖόν	1192	1198	p	ὁποῖος	1.51	10
ἐστί	1199	1203	v	εἰμί	1.51	10
τι	1204	1206	p	τί	1.51	10
καὶ	1208	1211	c	καί	1.51	10
ὅτι	1212	1215	p	ὅτι	1.51	10
τῷ	1216	1218	p	ὁ	1.51	10
αὐτῷ	1219	1223	p	αὐτός	1.51	10
ἴσα	1224	1227	p	ἴσος	1.51	10
καὶ	1229	1232	p	καί	1.51	10
ἀλλήλοις	1233	1241	p	ἀλλήλων	1.51	10
ἴσα	1312	1315	a	ἴσος	1.51	11
ὑπάρχει	1316	1323	v	ὑπάρχω	1.51	11
καθάπερ	1325	1332	d	καθά	1.51	11
τοῖς	1333	1337	p	ὁ	1.51	11
ὄνοις	1338	1343	v	ὄνος	1.51	11
οὐκ	1344	1347	d	οὐ	1.51	11
ἄν	1348	1350	d	ἄν1	1.51	11
τις	1351	1354	p	τις	1.51	11
ἐπιτρέψειεν	1355	1366	v	ἐπιτρέπω	1.51	11
ὅτι	1438	1441	d	ὅτι	1.51	12
μήδ	1442	1445	p	μηδέ	1.51	12
ὅλως	1447	1451	d	ὅλος	1.51	12
ἔχουσι	1452	1458	v	ἔχω	1.51	12
νοῦν	1459	1463	n	νόος	1.51	12
οὕτως	1465	1470	d	οὕτως	1.51	12
οὐδὲ	1471	1475	d	οὐδέ	1.51	12
τοῖς	1476	1480	p	ὁ	1.51	12
ἀνθρώποις	1481	1490	n	ἄνθρωπος	1.51	12
εἰ	1492	1494	d	εἰ	1.51	12
μηδὲ	1495	1499	d	μηδέ	1.51	12
οὖτοι	1570	1575	p	οὗτος	1.51	13
πιστὸν	1576	1582	n	πιστός	1.51	13
ἔχουσι	1583	1589	v	ἔχω	1.51	13
τὸν	1590	1593	l	ὁ	1.51	13
νοῦν	1594	1598	n	νόος	1.51	13
.	1598	1599	u	.	1.51	13
οὐδὲν	1600	1605	p	οὐδείς	1.51	13
γὰρ	1606	1609	d	γάρ	1.51	13
διαφέρει	1610	1618	v	διαφέρω	1.51	13
πρὸς	1619	1623	d	πρός	1.51	13
τὴν	1624	1627	l	ὁ	1.51	13
τῶν	1698	1701	l	ὁ	1.51	14
κρινομένων	1702	1712	v	κρίνω	1.51	14
διδασκαλιῶν	1713	1724	v	διδασκαλία	1.51	14
ἀπιστίαν	1725	1733	n	ἀπιστία	1.51	14
ἢ	1735	1736	d	ἤ1	1.51	14
μήδ	1737	1740	d	μήδε	1.51	14
ὅλως	1742	1746	d	ὅλος	1.51	14
ἔχειν	1747	1752	v	ἔχω	1.51	14
τὶ	1753	1755	p	οὖς	1.51	14
κριτήριον	1826	1835	a	κριτήριον	1.51	15
ἀλλ	1837	1840	d	ἀλλά	1.51	15
ἢ	1842	1843	d	ἤ	1.51	15
ἀπιστεῖν	1844	1852	v	ἀπιστέω	1.51	15
αὐτῷ	1853	1857	p	αὐτός	1.51	15
.	1857	1858	u	.	1.51	15
γελοῖος	1859	1866	a	γέλοιος	1.51	15
οὖν	1867	1870	d	οὖν	1.51	15
ἐστὶν	1871	1876	v	εἰμί	1.51	15
ὁ	1877	1878	l	ὁ	1.51	15
Φαβωρῖνος	1879	1888	n	Φαβωρῖνος	1.51	15
ἐπιτρέπων	1959	1968	v	ἐπιτρέπω	1.51	16
κρίνειν	1969	1976	v	κρίνω	1.51	16
τοῖς	1977	1981	l	ὁ	1.51	16
μαθηταῖς	1982	1990	n	μαθητής	1.51	16
ἄνευ	1992	1996	v	ἄνευ	1.51	16
τοῦ	1997	2000	l	ὁ	1.51	16
συγχωρῆσαι	2001	2011	v	συγχωρέω	1.51	16
τὴν	2082	2085	l	ὁ	1.51	17
πίστιν	2086	2092	n	πίστις	1.51	17
τοῖς	2093	2097	l	ὁ	1.51	17
κριτηρίοις	2098	2108	n	κριτήριον	1.51	17
.	2108	2109	u	.	1.51	17
εἰ	2110	2112	c	εἰ	1.51	17
γὰρ	2113	2116	d	γάρ	1.51	17
οὐδέν	2117	2122	p	οὐδείς	1.51	17
ἐστιν	2123	2128	v	εἰμί	1.51	17
