orth	charde	charad	cat	lem	pag	linea
Γαληνου	280	287	n	Γαλήνιος	19.529	1
Περι	288	292	n	Πέλνα	19.529	1
Κατακλισεως	293	304	n	Κάτβλυπ]ος	19.529	1
Προγνωστικα	314	325	n	Πλόκλων	19.529	1
εκ	326	328	n	<?	19.529	1
της	329	332	n	ὁ	19.529	1
Μαθηματικης	333	344	n	Μάρ	19.529	1
Επιστημης	354	363	n	Ἕ	19.529	1
.	363	364	u	.	19.529	1
Περὶ	552	556	n	Περί	19.529	1
μὲν	557	560	d	μέν	19.529	1
τοῦ	561	564	l	ὁ	19.529	1
ὑπαρκτικήν	565	575	a	ὑπαρκτικός	19.529	1
εἶναι	576	581	v	εἰμί	19.529	1
τήν	654	657	l	ὁ	19.529	2
μαθηματικὴν	658	669	a	μαθηματικός	19.529	2
ἐπιστήμην	670	679	n	ἐπιστήμη	19.529	2
ἤρκει	681	686	v	ἀρκέω	19.529	2
καὶ	687	690	d	καί	19.529	2
ἢ	691	692	d	ἤ	19.529	2
τῶν	693	696	l	ὁ	19.529	2
στωικῶν	697	704	n	στωικός	19.529	2
φιλοσόφων	705	714	n	φιλόσοφος	19.529	2
ἀνδρῶν	788	794	n	ἀνήρ	19.529	3
καὶ	795	798	d	καί	19.529	3
λόγους	799	805	n	λόγος	19.529	3
διεκπεπονημένων	806	821	v	διεκπονέω	19.529	3
καὶ	822	825	d	καί	19.529	3
τὸν	826	829	l	ὁ	19.529	3
βίον	830	834	n	βίος	19.529	3
ὁποῖός	907	913	a	ὁποῖος	19.529	4
ἐστι	914	918	v	εἰμί	19.529	4
παραστησάντων	919	932	v	παρίστημι	19.529	4
δόξα	934	938	n	δόξα	19.529	4
.	938	939	u	.	19.529	4
οὐδὲν	940	945	p	οὐδείς	19.529	4
δὲ	946	948	c	δέ	19.529	4
ἦττον	949	954	a	ἄττω	19.529	4
ἐπεὶ	956	960	c	ἐπεί	19.529	4
καὶ	961	964	c	καί	19.529	4
ὁ	1037	1038	c	ὁ	19.529	5
παρὼν	1039	1044	v	πάρειμι	19.529	5
λόγος	1045	1050	n	λόγος	19.529	5
ἐστὶ	1051	1055	v	εἰμί	19.529	5
περὶ	1056	1060	d	περί	19.529	5
ὧν	1061	1063	p	ὅς	19.529	5
καὶ	1064	1067	d	καί	19.529	5
ἢ	1068	1069	d	ἤ	19.529	5
ἰατρική	1070	1077	a	ἰατρικός	19.529	5
τέχνη	1078	1083	n	τέχνη	19.529	5
ἐπαγγέλλεται	1084	1096	v	ἐπαγγέλλω	19.529	5
ἀναγκαῖόν	1170	1179	a	ἀναγκαῖος	19.529	6
ἐστι	1180	1184	v	εἰμί	19.529	6
τῶν	1185	1188	p	ὁ	19.529	6
δοκιμωτάτων	1189	1200	a	δόκιμος	19.529	6
ἐν	1201	1203	a	ἐν	19.529	6
αὐτῇ	1204	1208	p	αὐτός	19.529	6
τὰς	1209	1212	p	ὁ	19.529	6
ἱστορίας	1213	1221	a	ἱστορία	19.529	6
ἐκθέσθαι	1294	1302	v	ἐκτίθημι	19.529	7
ἵνα	1304	1307	a	ἵνα	19.529	7
γνώριμος	1308	1316	a	γνώριμος	19.529	7
πᾶσι	1317	1321	a	πᾶς	19.529	7
γένηται	1322	1329	v	γίγνομαι	19.529	7
ὅτι	1331	1334	p	ὅτι	19.529	7
καὶ	1335	1338	d	καί	19.529	7
