orth	charde	charad	cat	lem	pag	linea
Κρίτωνι	567	574	n	Κρίτων	17a.288	2
ἐν	575	577	r	ἐν	17a.288	2
Θάσῳ	578	582	n	Θάσος	17a.288	2
ποδὸς	583	588	n	πούς	17a.288	2
ὀδύνη	589	594	n	ὀδύνη	17a.288	2
ἤρξατο	595	601	v	ἄρχω	17a.288	2
ἰσχυρῶς	602	609	d	ἰσχυρός	17a.288	2
ἀπὸ	610	613	n	ἀπό	17a.288	2
δακτύλου	614	622	n	δάκτυλος	17a.288	2
τοῦ	697	700	n	ὁ	17a.288	3
μεγάλου	701	708	a	μέγας	17a.288	3
ὀρθοστάδην	709	719	d	ὀρθοστάδην	17a.288	3
περιιόντι	720	729	v	περίειμι	17a.288	3
κατεκλίθη	731	740	v	κατακλίνω	17a.288	3
αὐθημερὸν	741	750	a	αὐθήμερος	17a.288	3
φρικώδης	826	834	a	φρικώδης	17a.288	4
ἀσώδης	836	842	a	ἀσώδης	17a.288	4
μικρὰ	844	849	a	μικρός	17a.288	4
ὑποθερμαινόμενος	850	866	v	ὑποθερμαίνω	17a.288	4
ἐς	868	870	v	εἰς	17a.288	4
νύκτα	945	950	n	νύξ	17a.288	5
παρεφρόνησε	951	962	v	παραφρονέω	17a.288	5
.	962	963	u	.	17a.288	5
δευτέρῃ	964	971	a	δεύτερος	17a.288	5
οἴδημα	972	978	n	οἴδημα	17a.288	5
δι	979	981	n	διά	17a.288	5
ὅλου	983	987	a	ὅλος	17a.288	5
τοῦ	988	991	a	ὁ	17a.288	5
ποδὸς	992	997	n	πούς	17a.288	5
καὶ	1072	1075	d	καί	17a.288	6
περὶ	1076	1080	n	περί	17a.288	6
σφυρὸν	1081	1087	n	σφυρόν	17a.288	6
ὑπέρυθρον	1088	1097	a	ὑπέρυθρος	17a.288	6
καὶ	1098	1101	d	καί	17a.288	6
μετὰ	1102	1106	a	μετά	17a.288	6
ξυντάσιος	1107	1116	a	συντάσιος	17a.288	6
φλυκταινίδια	1191	1203	a	φλυκταινίδιος	17a.288	7
μέλανα	1204	1210	a	μέλας	17a.288	7
πυρετὸς	1212	1219	a	πυρετός	17a.288	7
ὀξὺς	1220	1224	a	ὀξύς	17a.288	7
ἐξεμάνη	1226	1233	v	ἐξεμαίνω	17a.288	7
.	1233	1234	u	.	17a.288	7
ἀπὸ	1235	1238	r	ἀπό	17a.288	7
δὲ	1239	1241	d	δέ	17a.288	7
κοιλίης	1242	1249	a	κοιλία	17a.288	7
ἄκρητα	1324	1330	a	ἄκρατος	17a.288	8
χολώδεα	1332	1339	a	χολώδης	17a.288	8
ὑπόσυχνα	1341	1349	a	ὑπόσυχνος	17a.288	8
διῆλθεν	1350	1357	v	διέρχομαι	17a.288	8
.	1357	1358	u	.	17a.288	8
ἀπέθανον	1359	1367	v	ἀποθνήσκω	17a.288	8
ἀπὸ	1368	1371	r	ἀπό	17a.288	8
τῆς	1446	1449	l	ὁ	17a.288	9
ἀρχῆς	1450	1455	n	ἀρχή	17a.288	9
δευτεραῖος	1456	1466	a	δευτεραῖος	17a.288	9
.	1466	1467	u	.	17a.288	9
οὗτος	1656	1661	p	οὗτος	17a.288	11
ὁ	1662	1663	l	ὁ	17a.288	11
ἄῤῥωστος	1664	1672	a	ἄρρωστος	17a.288	11
ἄξιός	1673	1678	a	ἄξιος	17a.288	11
ἐστι	1679	1683	v	εἰμί	17a.288	11
μνημονεύσθαι	1684	1696	v	μνημονεύω	17a.288	11
διὰ	1697	1700	r	διά	17a.288	11
τὸ	1701	1703	l	ὁ	17a.288	11
τάχιον	1704	1710	a	τάχα	17a.288	11
τῆς	1787	1790	l	ὁ	17a.288	12
ἁπωλείας	1791	1799	a	ἁπώλεια	17a.288	12
.	1799	1800	u	.	17a.288	12
εἰ	1801	1803	c	εἰ	17a.288	12
δὲ	1804	1806	d	δέ	17a.288	12
προεγέγραπτο	1807	1819	v	προγράφω	17a.288	12
καὶ	1820	1823	c	καί	17a.288	12
ὁ	1824	1825	l	ὁ	17a.288	12
τρόπος	1826	1832	n	τρόπος	17a.288	12
τοῦ	1833	1836	l	ὁ	17a.288	12
θανάτου	1837	1844	n	θάνατος	17a.288	12
τότ	1845	1848	l	τότε	17a.288	12
ἂν	1926	1928	d	ἄν1	17a.288	13
ἡμᾶς	1929	1933	p	ἐγώ	17a.288	13
ὁ	1934	1935	l	ὁ	17a.288	13
λόγος	1936	1941	n	λόγος	17a.288	13
ὠφέλησε	1942	1949	v	ὠφελέω	17a.288	13
τελέως	1950	1956	d	τέλειος	17a.288	13
.	1956	1957	u	.	17a.288	13
νυνὶ	1958	1962	d	νυνί	17a.288	13
μὲν	1963	1966	d	μέν	17a.288	13
ἐξ	1967	1969	d	ἐκ	17a.288	13
ὧν	1970	1972	p	ὅς	17a.288	13
ἔγραψεν	1973	1980	v	γράφω	17a.288	13
ὅτι	1982	1985	d	ὅτι	17a.288	13
πλῆθος	2062	2068	n	πλῆθος	17a.288	14
ἦν	2069	2071	v	εἰμί	17a.288	14
πάμπολυ	2072	2079	a	παμπολύς	17a.288	14
φαίνεται	2080	2088	v	φαίνω	17a.288	14
καὶ	2089	2092	d	καί	17a.288	14
ὡς	2093	2095	d	ὡς	17a.288	14
ὥρμησεν	2096	2103	v	ὁρμάω	17a.288	14
ἡ	2104	2105	p	ὁ	17a.288	14
φύσις	2106	2111	n	φύσις	17a.288	14
ἀπὸ	2112	2115	r	ἀπό	17a.288	14
τῶν	2192	2195	l	ὁ	17a.288	15
κυρίων	2196	2202	n	κύριος	17a.288	15
μερῶν	2203	2208	n	μέρος	17a.288	15
αὐτὰ	2210	2214	p	αὐτός	17a.288	15
πρὸς	2215	2219	r	πρός	17a.288	15
τὸ	2220	2222	l	ὁ	17a.288	15
σκέλος	2223	2229	n	σκέλος	17a.288	15
ἀποθέσθαι	2230	2239	v	ἀποτίθημι	17a.288	15
μὴ	2241	2243	d	μή	17a.288	15
δυναμένου	2320	2329	v	δύναμαι	17a.288	16
δὲ	2330	2332	d	δέ	17a.288	16
τοῦ	2333	2336	l	ὁ	17a.288	16
μορίου	2337	2343	a	μόριον	17a.288	16
δέξασθαι	2344	2352	v	δέχομαι	17a.288	16
τὸ	2353	2355	l	ὁ	17a.288	16
πᾶν	2356	2359	a	πᾶς	17a.288	16
ὅσον	2360	2364	a	ὅσος	17a.288	16
ὑπέλειπε	2365	2373	v	ὑπολείπω	17a.288	16
τὸ	2451	2453	l	ὁ	17a.288	17
περιττὸν	2454	2462	a	περισσός	17a.288	17
παλινδρομῆσαν	2463	2476	v	παλινδρομέω	17a.288	17
εἰς	2478	2481	v	εἰς	17a.288	17
τὴν	2483	2486	a	ὁ	17a.288	17
κεφαλὴν	2580	2587	n	κεφαλή	17a.288	17
ἀνήχθη	2721	2727	v	ἀνάγω	17a.289	1
κακοήθους	2729	2738	a	κακοήθης	17a.289	1
δ	2739	2740	v	δέ	17a.289	1
ὄντος	2742	2747	v	εἰμί	17a.289	1
αὐτοῦ	2748	2753	a	αὐτός	17a.289	1
παραφροσύνη	2754	2765	v	παραφροσύνη	17a.289	1
μανιώδης	2766	2774	v	μανιώδης	17a.289	1
ἐγένετο	2849	2856	v	γίγνομαι	17a.289	2
.	2856	2857	u	.	17a.289	2
τεκμήριον	2858	2867	n	τεκμήριον	17a.289	2
δὲ	2868	2870	d	δέ	17a.289	2
τῆς	2871	2874	l	ὁ	17a.289	2
κακοηθείας	2875	2885	n	κακοήθεια	17a.289	2
τοῦ	2886	2889	l	ὁ	17a.289	2
περιττοῦ	2890	2898	a	περισσός	17a.289	2
τὸ	2899	2901	l	ὁ	17a.289	2
παραχρῆμα	2902	2911	a	παραχρῆμα	17a.289	2
φλυκταινίδια	2986	2998	a	φλυκταινίδιος	17a.289	3
μέλανα	2999	3005	a	μέλας	17a.289	3
γενέσθαι	3006	3014	v	γίγνομαι	17a.289	3
περὶ	3015	3019	r	περί	17a.289	3
τὸν	3020	3023	l	ὁ	17a.289	3
σφυρόν	3024	3030	n	σφυρόν	17a.289	3
.	3030	3031	u	.	17a.289	3
ἄξιον	3106	3111	a	ἄξιος	17a.289	4
οὖν	3112	3115	d	οὖν	17a.289	4
ἐστὶ	3116	3120	v	εἰμί	17a.289	4
θαυμάσαι	3121	3129	v	θαυμάζω	17a.289	4
διὰ	3130	3133	-	διά	17a.289	4
τί	3134	3136	p	τίς	17a.289	4
τὸν	3137	3140	p	ὁ	17a.289	4
