orth	charde	charad	cat	lem	pag	linea
τὴν	568	571	l	ὁ	17a.293	7
Δρομεάδεω	572	581	n	Δρομεάδης	17a.293	7
γυναῖκα	582	589	n	γυνή	17a.293	7
θυγατέρα	590	598	n	θυγάτηρ	17a.293	7
τεκοῦσαν	599	607	v	τίκτω	17a.293	7
καὶ	608	611	d	καί	17a.293	7
τῶν	612	615	n	ὁ	17a.293	7
ἄλλων	616	621	a	ἄλλος	17a.293	7
γενομένων	696	705	v	γίγνομαι	17a.293	8
πάντων	706	712	a	πᾶς	17a.293	8
κατὰ	713	717	n	κατά	17a.293	8
λόγον	718	723	n	λόγος	17a.293	8
δευτεραίην	724	734	n	δευτεραῖος	17a.293	8
ἐοῦσαν	735	741	v	εἰμί	17a.293	8
ῥῖγος	816	821	n	ῥῖγος	17a.293	9
ἔλαβε	822	827	v	λαμβάνω	17a.293	9
πυρετὸς	829	836	n	πυρετός	17a.293	9
ὀξύς	837	841	a	ὀξύς	17a.293	9
.	841	842	u	.	17a.293	9
ἤρξατο	843	849	v	ἄρχω	17a.293	9
δὲ	850	852	d	δέ	17a.293	9
πονέειν	853	860	v	πονέω	17a.293	9
τῇ	861	863	a	ὁ	17a.293	9
πρώτῃ	864	869	a	πρῶτος	17a.293	9
περὶ	946	950	d	περί	17a.293	10
ὑποχόνδριον	951	962	a	ὑποχόνδριος	17a.293	10
ἀσώδης	964	970	a	ἀσώδης	17a.293	10
φρικώδης	972	980	a	φρικώδης	17a.293	10
ἀλύουσα	982	989	v	ἀλύω	17a.293	10
καὶ	991	994	d	καί	17a.293	10
τὰς	995	998	a	ὁ	17a.293	10
ἐχομένας	1075	1083	v	ἔχω	17a.293	11
οὐχ	1084	1087	d	οὐ	17a.293	11
ὕπνωσε	1088	1094	v	ὑπνόω	17a.293	11
πνεῦμα	1096	1102	a	πνεῦμα	17a.293	11
ἀραιὸν	1103	1109	a	ἀραιός	17a.293	11
μέγα	1111	1115	a	μέγας	17a.293	11
ὑποχόνδριον	1116	1127	a	ὑποχόνδριος	17a.293	11
αὐτίκα	1204	1210	d	αὐτίκα	17a.293	12
ἀνεσπασμένον	1211	1223	v	ἀνασπάω	17a.293	12
.	1223	1224	u	.	17a.293	12
δευτέρῃ	1225	1232	a	δεύτερος	17a.293	12
ἀφ	1233	1235	a	ἀπό	17a.293	12
ἧς	1237	1239	a	ὅς	17a.293	12
ἐῤῥίγωσεν	1240	1249	v	ῥιγόω	17a.293	12
ἀπὸ	1250	1253	r	ἀπό	17a.293	12
κοιλίης	1330	1337	a	κοιλία	17a.293	13
καλῶς	1338	1343	a	καλός	17a.293	13
κόπρανα	1344	1351	n	κόπρανος	17a.293	13
διῆλθεν	1352	1359	v	διέρχομαι	17a.293	13
οὖρα	1361	1365	n	οὖρον	17a.293	13
παχέα	1366	1371	a	παχύς	17a.293	13
λευκὰ	1373	1378	a	λευκός	17a.293	13
θολερὰ	1380	1386	a	θολερός	17a.293	13
οἷα	1463	1466	a	οἷος	17a.293	14
γίνεται	1467	1474	v	γίγνομαι	17a.293	14
ἐκ	1475	1477	v	ἐκ	17a.293	14
τῶν	1478	1481	n	ὁ	17a.293	14
καθισταμένων	1482	1494	v	καθίστημι	17a.293	14
ὅταν	1496	1500	v	ὅταν	17a.293	14
ἀναταραχθῇ	1501	1511	v	ἀναταράσσω	17a.293	14
κείμενα	1588	1595	v	κεῖμαι	17a.293	15
χρόνον	1596	1602	n	χρόνος	17a.293	15
πολὺν	1603	1608	a	πολύς	17a.293	15
οὐ	1610	1612	d	οὐ	17a.293	15
καθίστατο	1613	1622	v	καθίστημι	17a.293	15
νύκτα	1624	1629	n	νύξ	17a.293	15
οὐκ	1630	1633	d	οὐ	17a.293	15
ἐκοιμήθη	1634	1642	v	κοιμάω	17a.293	15
τρίτῃ	1719	1724	a	τρίτος	17a.293	16
περὶ	1725	1729	n	περί	17a.293	16
μέσον	1730	1735	a	μέσος	17a.293	16
ἡμέρης	1736	1742	n	ἡμέρη	17a.293	16
ἐπεῤῥίγωσε	1743	1753	v	ἐπιρριγόω	17a.293	16
πυρετὸς	1755	1762	n	πυρετός	17a.293	16
ὀξὺς	1763	1767	a	ὀξύς	17a.293	16
οὖρα	1769	1773	n	οὖρος	17a.293	16
ὅμοια	1850	1855	a	ὁμοῖος	17a.293	17
ὑποχονδρίου	1857	1868	a	ὑποχόνδριος	17a.293	17
πόνος	1869	1874	n	πόνος	17a.293	17
ἀσώδης	1876	1882	a	ἀσώδης	17a.293	17
