orth	charde	charad	cat	lem	pag	linea
Ἐπικράτεος	567	577	n	Ἐπικράτης	17a.274	2
γυναῖκα	578	585	n	γυνή	17a.274	2
ἢ	587	588	d	ἤ	17a.274	2
κατέκειτο	589	598	v	κατακείω	17a.274	2
παρὰ	599	603	n	παρά	17a.274	2
Ἀρχηγέτην	604	613	n	Ἀρχηγέτης	17a.274	2
περὶ	615	619	n	περί	17a.274	2
τόκον	620	625	n	τόκος	17a.274	2
ἤδη	700	703	d	ἤδη	17a.274	3
ἐοῦσαν	704	710	v	εἰμί	17a.274	3
ῥῖγος	712	717	n	ῥῖγος	17a.274	3
ἔλαβεν	718	724	v	λαμβάνω	17a.274	3
ἰσχυρῶς	725	732	d	ἰσχυρός	17a.274	3
οὐκ	734	737	d	οὐ	17a.274	3
ἐθερμάνθη	738	747	v	θερμαίνω	17a.274	3
ὡς	823	825	d	ὡς	17a.274	4
ἔλεγον	826	832	v	λέγω	17a.274	4
καὶ	834	837	d	καί	17a.274	4
τῇ	838	840	d	ὁ	17a.274	4
ὑστεραίῃ	841	849	a	ὑστεραῖος	17a.274	4
τὰ	850	852	p	ὁ	17a.274	4
αὐτὰ	853	857	p	αὐτός	17a.274	4
τρίτῃ	859	864	a	τρίτος	17a.274	4
δ	865	866	n	δέ	17a.274	4
ἔτεκε	868	873	v	τίκτω	17a.274	4
θυγατέρα	874	882	n	θυγάτηρ	17a.274	4
καὶ	957	960	c	καί	17a.274	5
τὰ	961	963	p	ὁ	17a.274	5
ἄλλα	964	968	a	ἄλλος	17a.274	5
πάντα	969	974	a	πᾶς	17a.274	5
κατὰ	975	979	r	κατά	17a.274	5
λόγον	980	985	n	λόγος	17a.274	5
ἦλθε	986	990	v	ἔρχομαι	17a.274	5
.	990	991	u	.	17a.274	5
δευτέρῃ	992	999	a	δεύτερος	17a.274	5
μετὰ	1074	1078	d	μετά	17a.274	6
τὸν	1079	1082	a	ὁ	17a.274	6
τόκον	1083	1088	n	τόκος	17a.274	6
ἔλαβε	1089	1094	v	λαμβάνω	17a.274	6
πυρετὸς	1095	1102	n	πυρετός	17a.274	6
ὀξὺς	1103	1107	n	ὀξύς	17a.274	6
καρδίης	1109	1116	n	καρδία	17a.274	6
πόνος	1117	1122	n	πόνος	17a.274	6
καὶ	1123	1126	d	καί	17a.274	6
γυναικείων	1127	1137	a	γυναικεῖος	17a.274	6
ὕπνοι	1213	1218	n	ὕπνος	17a.274	7
οὐκ	1219	1222	d	οὐ	17a.274	7
ἐνῆσαν	1223	1229	v	ἐν-εἰμί	17a.274	7
.	1229	1230	u	.	17a.274	7
προσθεμένῃ	1231	1241	v	προστίθημι	17a.274	7
δὲ	1242	1244	d	δέ	17a.274	7
ταῦτα	1245	1250	p	οὗτος	17a.274	7
μὲν	1251	1254	d	μέν	17a.274	7
ἐκουφίσθη	1329	1338	v	κουφίζω	17a.274	8
κεφαλῆς	1340	1347	n	κεφαλή	17a.274	8
δὲ	1348	1350	d	δέ	17a.274	8
καὶ	1351	1354	c	καί	17a.274	8
τραχήλου	1355	1363	a	τράχηλος	17a.274	8
καὶ	1364	1367	c	καί	17a.274	8
ὀσφύος	1368	1374	n	ὀσφύς	17a.274	8
πόνος	1375	1380	n	πόνος	17a.274	8
.	1380	1381	u	.	17a.274	8
ἀπὸ	1456	1459	r	ἀπό	17a.274	9
δὲ	1460	1462	d	δέ	17a.274	9
κοιλίης	1463	1470	a	κοιλία	17a.274	9
ὀλίγα	1471	1476	a	ὀλίγος	17a.274	9
χολώδεα	1477	1484	a	χολώδης	17a.274	9
λεπτὰ	1485	1490	a	λεπτός	17a.274	9
διῄει	1491	1496	v	δίειμι	17a.274	9
ἄκρητα	1498	1504	a	ἄκρατος	17a.274	9
οὖρα	1506	1510	n	οὖρον	17a.274	9
λεπτὰ	1587	1592	a	λεπτός	17a.274	10
ὑπομέλανα	1593	1602	v	ὑπομέλας	17a.274	10
.	1602	1603	u	.	17a.274	10
ἀφ	1604	1606	-	ἀπό	17a.274	10
ἧς	1608	1610	p	ὅς	17a.274	10
δ	1611	1612	n	δ	17a.274	10
ἔλαβε	1614	1619	v	λαμβάνω	17a.274	10
πυρετὸς	1620	1627	n	πυρετός	17a.274	10
ἐς	1628	1630	r	εἰς	17a.274	10
νύκτα	1631	1636	n	νύξ	17a.274	10
ἐκταίῃ	1713	1719	v	ἐκταίω	17a.274	11
παρέκρουσε	1720	1730	v	παρακρούω	17a.274	11
.	1730	1731	u	.	17a.274	11
ἑβδόμῃ	1732	1738	a	ἕβδομος	17a.274	11
ἅπαντα	1739	1745	a	ἅπας	17a.274	11
παρωξύνθη	1746	1755	v	παροξύνω	17a.274	11
