orth	charde	charad	cat	lem	pag	linea
Μέτωνα	567	573	n	Μέτων	17a.283	6
πῦρ	574	577	n	πῦρ	17a.283	6
ἔλαβεν	578	584	v	λαμβάνω	17a.283	6
ὀσφύος	586	592	n	ὀσφύς	17a.283	6
βάρος	593	598	n	βάρος	17a.283	6
ἐπώδυνον	599	607	a	ἐποδύνω	17a.283	6
.	607	608	u	.	17a.283	6
δευτέρῃ	609	616	a	δεύτερος	17a.283	6
ὕδωρ	617	621	n	ὕδωρ	17a.283	6
πίνοντι	696	703	v	πίνω	17a.283	7
ὑπόσυχνον	704	713	a	ὑπόσυχνος	17a.283	7
ἀπὸ	715	718	d	ἀπό	17a.283	7
κοιλίας	719	726	a	κοιλία	17a.283	7
καλῶς	727	732	d	καλός	17a.283	7
διῆλθε	733	739	v	διέρχομαι	17a.283	7
.	739	740	u	.	17a.283	7
τρίτῃ	741	746	a	τρίτος	17a.283	7
κεφαλῆς	821	828	n	κεφαλή	17a.283	8
βάρος	829	834	n	βάρος	17a.283	8
διαχωρήματα	836	847	n	διαχώρημα	17a.283	8
λεπτὰ	848	853	a	λεπτός	17a.283	8
χολώδεα	855	862	a	χολώδης	17a.283	8
ὑπέρυθρα	864	872	a	ὑπέρυθρος	17a.283	8
.	872	873	u	.	17a.283	8
τετάρτῃ	948	955	a	τέταρτος	17a.283	9
πάντα	956	961	a	πᾶς	17a.283	9
παρωξύνθη	962	971	v	παροξύνω	17a.283	9
ἐῤῥύη	973	978	v	ῥεύω	17a.283	9
ἀπὸ	979	982	d	ἀπό	17a.283	9
δεξιοῦ	983	989	a	δεξιός	17a.283	9
μυκτῆρος	990	998	n	μυκτήρ	17a.283	9
αἷμα	1075	1079	n	αἷμα	17a.283	10
δὶς	1080	1083	n	δίς	17a.283	10
κατ	1084	1087	d	κατά	17a.283	10
ὀλίγον	1089	1095	a	ὀλίγος	17a.283	10
νύκτα	1096	1101	n	νύξτος	17a.283	10
δυσφόρως	1102	1110	a	δύσφορος	17a.283	10
διαχωρήματα	1112	1123	n	διαχώρημα	17a.283	10
ὅμοια	1124	1129	a	ὁμοῖος	17a.283	10
τῇ	1206	1208	d	ὁ	17a.283	11
τρίτῃ	1209	1214	a	τρίτος	17a.283	11
οὖρα	1216	1220	n	οὖρον	17a.283	11
ὑπομέλανα	1221	1230	v	ὑπομέλανος	17a.283	11
εἶχεν	1231	1236	v	ἔχω	17a.283	11
ἐναιώρημα	1238	1247	v	ἐναιώρημα	17a.283	11
ὑπόμελαν	1248	1256	v	ὑπομέλλω	17a.283	11
ἐὸν	1257	1260	v	εἰμί	17a.283	11
διεσπασμένον	1337	1349	v	διασπάω	17a.283	12
οὐχ	1351	1354	d	οὐ	17a.283	12
ἱδροῦτο	1355	1362	v	ἱδρόω	17a.283	12
.	1362	1363	u	.	17a.283	12
τῇ	1364	1366	l	ὁ	17a.283	12
πέμπτῃ	1367	1373	a	πέμπτος	17a.283	12
ἐῤῥύη	1374	1379	v	ῥεύω	17a.283	12
λαῦρον	1380	1386	v	λαῦρος	17a.283	12
ἐξ	1463	1465	v	ἐκ	17a.283	13
ἀριστεροῦ	1466	1475	a	ἀριστερός	17a.283	13
ἄκρητον	1477	1484	a	ἄκρατος	17a.283	13
ἵδρωσεν	1486	1493	v	ἱδρόω	17a.283	13
ἐκρίθη	1495	1501	v	κρίνω	17a.283	13
.	1501	1502	u	.	17a.283	13
μετὰ	1503	1507	r	μετά	17a.283	13
δὲ	1508	1510	d	δέ	17a.283	13
κρίσιν	1511	1517	n	κρίσις	17a.283	13
ἄγρυπνος	1594	1602	a	ἄγρυπνος	17a.283	14
παρέλεγεν	1603	1612	v	παραλέγω	17a.283	14
οὖρα	1614	1618	n	οὖρον	17a.283	14
λεπτὰ	1619	1624	a	λεπτός	17a.283	14
ὑπομέλανα	1625	1634	v	ὑπομέλας	17a.283	14
.	1634	1635	u	.	17a.283	14
λουτροῖσιν	1636	1646	n	λουτρόν	17a.283	14
ἐχρήσατο	1723	1731	v	χράω	17a.283	15
κατὰ	1732	1736	r	κατά	17a.283	15
κεφαλῆς	1737	1744	n	κεφαλή	17a.283	15
ἐκοιμήθη	1746	1754	v	κοιμάω	17a.283	15
κατενόει	1756	1764	v	κατανοέω	17a.283	15
.	1764	1765	u	.	17a.283	15
τούτῳ	1766	1771	p	οὗτος	17a.283	15
οὐχ	1772	1775	d	οὐ	17a.283	15
ὑπέστρεψεν	1852	1862	v	ὑποστρέφω	17a.283	16
ἀλλ	1864	1867	d	ἀλλά	17a.283	16
ᾑμοῤῥάγει	1869	1878	v	αἱμορράγω	17a.283	16
πολλάκις	1879	1887	d	πολλάκις	17a.283	16
καὶ	1888	1891	d	καί	17a.283	16
μετὰ	1892	1896	d	μετά	17a.283	16
κρίσιν	1897	1903	n	κρίσις	17a.283	16
.	1903	1904	u	.	17a.283	16
οὗτος	2255	2260	p	οὗτος	17a.284	1
ὁ	2261	2262	l	ὁ	17a.284	1
ἄῤῥωστος	2263	2271	a	ἄρρωστος	17a.284	1
μαρτυρεῖ	2272	2280	v	μαρτυρέω	17a.284	1
τῷ	2281	2283	p	ὁ	17a.284	1
καθόλου	2284	2291	a	καθόλου	17a.284	1
λόγῳ	2292	2296	n	λόγος	17a.284	1
τῷδε	2297	2301	a	ὅδε	17a.284	1
αἱμοῤῥαγίαι	2377	2388	n	αἱμοροριαγία	17a.284	2
λάβροι	2389	2395	a	λάβρος	17a.284	2
ἐκ	2396	2398	n	ἐκ	17a.284	2
ῥινῶν	2399	2404	n	ῥίς	17a.284	2
ῥύονται	2405	2412	v	ῥύομαι	17a.284	2
τὰ	2413	2415	p	ὁ	17a.284	2
πολλά	2416	2421	a	πολύς	17a.284	2
.	2421	2422	u	.	17a.284	2
φαίνεται	2423	2431	v	φαίνω	17a.284	2
γοῦν	2599	2603	d	γοῦν	17a.284	3
ὑπὸ	2604	2607	d	ὑπό	17a.284	3
μόνης	2608	2613	a	μόνος	17a.284	3
αἱμοῤῥαγίας	2614	2625	n	αἱμοροραγία	17a.284	3
κριθείς	2626	2633	v	κρίνω	17a.284	3
τε	2634	2636	d	τε	17a.284	3
καὶ	2637	2640	d	καί	17a.284	3
σωθεὶς	2641	2647	v	σῴζω	17a.284	3
καίτοι	2723	2729	d	καίτοι	17a.284	4
γ	2730	2731	d	γε	17a.284	4
οὐκ	2733	2736	d	οὐ	17a.284	4
ἀκίνδυνα	2737	2745	a	ἀκίνδυνος	17a.284	4
ἔχων	2746	2750	v	ἔχω	17a.284	4
σημεῖα	2751	2757	n	σημεῖον	17a.284	4
.	2757	2758	u	.	17a.284	4
κατὰ	2759	2763	r	κατά	17a.284	4
γοῦν	2764	2768	d	γοῦν	17a.284	4
τὴν	2769	2772	l	ὁ	17a.284	4
δ΄	2773	2775	p	NUM	17a.284	4
ἡμέραν	2776	2782	n	ἡμέρα	17a.284	4
γενέσθαι	2783	2791	v	γίγνομαι	17a.284	4
φησὶν	2866	2871	v	φημί	17a.284	5
αὐτῷ	2872	2876	p	αὐτός	17a.284	5
οὖρα	2877	2881	n	οὖρον	17a.284	5
ὑπομέλανα	2882	2891	v	ὑπομέλας	17a.284	5
.	2891	2892	u	.	17a.284	5
εἶτ	2893	2896	v	εἶτα	17a.284	5
ἐπιφέρει	2898	2906	v	ἐπιφέρω	17a.284	5
εἶχεν	2908	2913	v	ἔχω	17a.284	5
ἐναιώρημα	2914	2923	v	ἐναιώρημα	17a.284	5
ὑπόμελαν	2998	3006	v	ὑπομέλη	17a.284	6
ὂν	3007	3009	v	εἰμί	17a.284	6
διεσπασμένον	3010	3022	v	διασπάω	17a.284	6
οὐχ	3024	3027	d	οὐ	17a.284	6
ἵδρωσε	3028	3034	v	ἱδρώσκω	17a.284	6
καὶ	3036	3039	d	καί	17a.284	6
μέντοι	3040	3046	d	μέντοι	17a.284	6
κατὰ	3047	3051	d	κατά	17a.284	6
τὴν	3126	3129	d	ὁ	17a.284	7
ε΄	3130	3132	d	NUM	17a.284	7
ἡμέραν	3133	3139	v	ἡμέρα	17a.284	7
αἱμοῤῥαγήσαντα	3140	3154	v	αἱμορρηρίσκη	17a.284	7
αὐτὸν	3155	3160	p	αὐτός	17a.284	7
καὶ	3161	3164	d	καί	17a.284	7
ἱδρώσαντα	3165	3174	v	ἱδρόω	17a.284	7
καὶ	3175	3178	d	καί	17a.284	7
κριθέντα	3179	3187	v	κρίνω	17a.284	7
ἐπὶ	3262	3265	v	ἐπί	17a.284	8
τούτοις	3266	3273	a	οὗτος	17a.284	8
ὅμως	3275	3279	d	ὅμως	17a.284	8
ἐπὶ	3280	3283	v	ἐπί	17a.284	8
τούτοις	3284	3291	a	οὗτος	17a.284	8
οὖρά	3292	3296	v	οὖρος	17a.284	8
φησι	3297	3301	v	φημί	17a.284	8
λεπτὰ	3302	3307	v	λεπτός	17a.284	8
ὑπομέλανα	3309	3318	v	ὑπομέλας	17a.284	8
κᾄπειτ	3394	3400	v	οἶπις	17a.284	9
ἠγρύπνει	3402	3410	v	ἀγρυπνέω	17a.284	9
καὶ	3411	3414	d	καί	17a.284	9
παρέλεγεν	3415	3424	v	παραλέγω	17a.284	9
ὅπερ	3426	3430	p	ὅσπερ	17a.284	9
ἐστὶ	3431	3435	v	εἰμί	17a.284	9
παρελάλει	3436	3445	v	παραλαλέω	17a.284	9
.	3445	3446	u	.	17a.284	9
μέγιστον	3523	3531	a	μέγας	17a.284	10
τούτου	3532	3538	p	οὗτος	17a.284	10
σε	3539	3541	p	σύ	17a.284	10
βοήθημα	3542	3549	n	βοήθημα	17a.284	10
ἐδίδαξε	3550	3557	v	διδάσκω	17a.284	10
τὸ	3558	3560	l	ὁ	17a.284	10
κατὰ	3561	3565	n	κατά	17a.284	10
κεφαλῆς	3566	3573	n	κεφαλή	17a.284	10
λουτρὸν	3650	3657	n	λουτρόν	17a.284	11
εἰρηκὼς	3659	3666	v	ἐρῶ	17a.284	11
ἐν	3667	3669	v	ἐν	17a.284	11
τῷ	3670	3672	l	ὁ	17a.284	11
περὶ	3673	3677	n	περί	17a.284	11
διαίτης	3678	3685	n	δίαιτα	17a.284	11
ὀξέων	3686	3691	a	ὀξύς	17a.284	11
φυλάσσεσθαι	3692	3703	v	φυλάσσω	17a.284	11
δεῖν	3780	3784	v	δεῖ	17a.284	12
τὸ	3785	3787	l	ὁ	17a.284	12
λουτρὸν	3788	3795	n	λουτρόν	17a.284	12
ἐπὶ	3796	3799	v	ἐπί	17a.284	12
τῶν	3800	3803	l	ὁ	17a.284	12
αἱμοῤῥαγούντων	3804	3818	v	αἱμορρεγής	17a.284	12
εἰ	3820	3822	v	εἰ	17a.284	12
μὴ	3823	3825	d	μή	17a.284	12
ἔλαττον	3826	3833	v	ἐλάσσων	17a.284	12
τοῦ	3834	3837	l	ὁ	17a.284	12
καιροῦ	3914	3920	n	καιρός	17a.284	13
ῥέοι	3921	3925	v	ῥέω	17a.284	13
.	3925	3926	u	.	17a.284	13
νυνὶ	3927	3931	d	νυνί	17a.284	13
δὲ	3932	3934	d	δέ	17a.284	13
ἔλαττον	3935	3942	a	ἐλάσσων	17a.284	13
ἦν	3943	3945	v	εἰμί	17a.284	13
τοῦ	3946	3949	l	ὁ	17a.284	13
προσήκοντος	3950	3961	v	προσήκων	17a.284	13
εἴ	3963	3965	v	εἰ	17a.284	13
γε	3966	3968	d	γε	17a.284	13
μὲν	4045	4048	d	μέν	17a.284	14
ἄγρυπνος	4049	4057	v	ἄγρυπνος	17a.284	14
διέμεινε	4058	4066	v	διαμένω	17a.284	14
καὶ	4068	4071	d	καί	17a.284	14
παρέλεγεν	4072	4081	v	παραλέγω	17a.284	14
ἀλλὰ	4083	4087	d	ἀλλά	17a.284	14
καὶ	4088	4091	d	καί	17a.284	14
ἃ	4092	4093	d	ὅς	17a.284	14
δεῖ	4094	4097	v	δεῖ	17a.284	14
ἄγειν	4098	4103	v	ἄγω	17a.284	14
ὅπη	4181	4184	d	ὅπη	17a.284	15
ἂν	4185	4187	d	ἄν1	17a.284	15
μάλιστα	4188	4195	d	μάλιστα	17a.284	15
ῥέπῃ	4196	4200	v	ῥέπω	17a.284	15
ταύτῃ	4202	4207	d	οὗτος	17a.284	15
ἄγειν	4208	4213	v	ἄγω	17a.284	15
διὰ	4214	4217	d	διά	17a.284	15
τῶν	4218	4221	d	ὁ	17a.284	15
συμφερόντων	4222	4233	v	συμφέρω	17a.284	15
χωρίων	4310	4316	v	χωρίον	17a.284	16
ὀρθῶς	4317	4322	d	ὀρθός	17a.284	16
ἐν	4323	4325	d	ἐν	17a.284	16
τῷ	4326	4328	d	ὁ	17a.284	16
καθόλου	4329	4336	d	καθόλου	17a.284	16
λελεγμένον	4337	4347	v	λέγω	17a.284	16
ὑπὸ	4348	4351	d	ὑπό	17a.284	16
τοῦ	4352	4355	l	ὁ	17a.284	16
νῦν	4356	4359	d	νῦν	17a.284	16
γενομένου	4436	4445	v	γίγνομαι	17a.284	17
μαρτυρεῖται	4446	4457	v	μαρτυρέω	17a.284	17
.	4457	4458	u	.	17a.284	17
καὶ	4459	4462	d	καί	17a.284	17
μέντοι	4463	4469	d	μέντοι	17a.284	17
καὶ	4470	4473	c	καί	17a.284	17
τοῦδε	4474	4479	p	ὅδε	17a.284	17
μέμνησο	4480	4487	v	μιμνάω	17a.284	17
τοῦ	4488	4491	l	ὁ	17a.284	17
κατὰ	4625	4629	d	κατά	17a.285	1
τὴν	4630	4633	l	ὁ	17a.285	1
τῆς	4634	4637	l	ὁ	17a.285	1
τρίτης	4638	4644	a	τρίτος	17a.285	1
ἡμέρας	4645	4651	n	ἡμέρα	17a.285	1
διήγησιν	4652	4660	n	διήγησις	17a.285	1
εἰρῆσθαι	4661	4669	v	ἐρῶ	17a.285	1
βάρος	4670	4675	n	βάρος	17a.285	1
κεφαλῆς	4676	4683	n	κεφαλή	17a.285	1
ὡς	4758	4760	d	ὡς	17a.285	2
τοῦ	4761	4764	l	ὁ	17a.285	2
πλήθους	4765	4772	n	πλῆθος	17a.285	2
ἐπ	4773	4775	r	ἐπί	17a.285	2
αὐτὴν	4777	4782	p	αὐτός	17a.285	2
φαινομένου	4783	4793	v	φαίνω	17a.285	2
.	4793	4794	u	.	17a.285	2
μέμνησο	4795	4802	v	μιμνήσκω	17a.285	2
δὲ	4803	4805	c	δέ	17a.285	2
καὶ	4880	4883	c	καί	17a.285	3
