orth	charde	charad	cat	lem	pag	linea
Ἡροφῶντι	567	575	n	Ἡροφών	17a.266	9
πυρετὸς	576	583	n	πυρετός	17a.266	9
ὀξὺς	584	588	a	ὀξύς	17a.266	9
ἀπὸ	590	593	n	ἀπό	17a.266	9
κοιλίης	594	601	a	κοιλία	17a.266	9
ὀλίγα	602	607	a	ὀλίγος	17a.266	9
τεινεσμώδεα	609	620	n	τεινεσμώδης	17a.266	9
κατ	621	624	n	κατά	17a.266	9
ἀρχὰς	702	707	n	ἀρχή	17a.266	10
μετὰ	709	713	n	μετά	17a.266	10
δὲ	714	716	d	δέ	17a.266	10
ταῦτα	717	722	a	οὗτος	17a.266	10
λεπτὰ	723	728	a	λεπτός	17a.266	10
διῄει	729	734	v	δίειμι	17a.266	10
χολώδεα	736	743	a	χολώδης	17a.266	10
ὑπόσυχνα	745	753	a	ὑπόσυχνος	17a.266	10
ὕπνοι	831	836	n	ὕπνος	17a.266	11
οὐκ	837	840	d	οὐ	17a.266	11
ἐνῆσαν	841	847	v	ἐνεί	17a.266	11
οὖρα	848	852	n	οὖρον	17a.266	11
μέλανα	853	859	a	μέλας	17a.266	11
λεπτά	861	866	a	λεπτός	17a.266	11
.	866	867	u	.	17a.266	11
πέμπτῃ	868	874	a	πέμπτος	17a.266	11
πρωῒ	875	879	a	πρωί	17a.266	11
κώφωσις	957	964	n	κώφωσις	17a.266	12
παρωξύνθη	966	975	v	παροξύνω	17a.266	12
πάντα	976	981	a	πᾶς	17a.266	12
σπλὴν	983	988	a	σπλήν	17a.266	12
ἐπῄρθη	989	995	v	ἐπαίρω	17a.266	12
ὑποχονδρίου	997	1008	a	ὑποχόνδριος	17a.266	12
ξύντασις	1085	1093	a	σύντασις	17a.266	13
ἀπὸ	1095	1098	n	ἀπό	17a.266	13
κοιλίης	1099	1106	a	κοιλία	17a.266	13
ὀλίγα	1107	1112	a	ὀλίγος	17a.266	13
μέλανα	1113	1119	a	μέλας	17a.266	13
διῆλθεν	1120	1127	v	διέρχομαι	17a.266	13
παρεφρόνησεν	1129	1141	v	παραφρονέω	17a.266	13
.	1141	1142	u	.	17a.266	13
ἕκτῃ	1219	1223	n	ἕκτος	17a.266	14
ἐλήρει	1224	1230	v	λαρέω	17a.266	14
ἐς	1232	1234	n	εἰς	17a.266	14
νύκτα	1235	1240	n	νύξ	17a.266	14
ἱδρὼς	1241	1246	n	ἱδρώς	17a.266	14
ψύξις	1248	1253	n	ψύξις	17a.266	14
παράληρος	1255	1264	a	παράληρος	17a.266	14
παρέμενεν	1265	1274	v	παραμένω	17a.266	14
.	1274	1275	u	.	17a.266	14
ἑβδόμῃ	1352	1358	a	ἕβδομος	17a.266	15
περιέψυκτο	1359	1369	v	περιψύσσω	17a.266	15
διψώδης	1371	1378	a	διψώδης	17a.266	15
παρέκρουσε	1380	1390	v	παρακρούω	17a.266	15
ἐς	1392	1394	v	εἰς	17a.266	15
νύκτα	1471	1476	v	νύξ	17a.266	16
κατενόει	1477	1485	v	κατανοέω	17a.266	16
κατεκοιμήθη	1487	1498	v	κατακοιμάω	17a.266	16
.	1498	1499	u	.	17a.266	16
ὀγδόῃ	1500	1505	a	ὄγδοος	17a.266	16
ἐπύρεξε	1506	1513	v	ἐπιρέγω	17a.266	16
σπλὴν	1514	1519	n	σπλήν	17a.266	16
ἐμειοῦτο	1520	1528	v	μειόω	17a.266	16
κατενόει	1606	1614	v	κατανοέω	17a.266	17
πάντα	1615	1620	a	πᾶς	17a.266	17
ἤλγησε	1622	1628	v	ἀλγέω	17a.266	17
κατὰ	1630	1634	v	κατά	17a.266	17
βουβῶνα	1635	1642	n	βουβών	17a.266	17
ἔπαρμα	1643	1649	v	παρμάω	17a.266	17
τὸ	1651	1653	n	ὁ	17a.266	17
πρῶτον	1787	1793	a	πρῶτος	17a.267	1
σπληνὸς	1887	1894	n	σπληνός	17a.267	1
κατ	1895	1898	r	κατά	17a.267	1
ἴξιν	1900	1904	n	ἴξις	17a.267	1
ἔπειτα	1906	1912	d	ἔπειτα	17a.267	1
οἱ	1913	1915	a	ὁ	17a.267	1
πόνοι	1916	1921	n	πόνος	17a.267	1
ἐς	1996	1998	n	εἰς	17a.267	2
ἀμφοτέρας	1999	2008	a	ἀμφότερος	17a.267	2
κνήμας	2009	2015	n	κνήμη	17a.267	2
ἐς	2017	2019	n	εἰς	17a.267	2
νύκτα	2020	2025	n	νύξ	17a.267	2
εὐφόρως	2026	2033	d	εὐφόρως	17a.267	2
οὖρα	2035	2039	n	οὖρον	17a.267	2
