orth	charde	charad	cat	lem	pag	linea
Μελιδίῃ	568	575	n	Μελιδίη	17a.301	8
ἣ	577	578	p	ὅς	17a.301	8
κατέκειτο	579	588	v	κατακείω	17a.301	8
παρὰ	589	593	n	παρά	17a.301	8
τὸ	594	596	l	ὁ	17a.301	8
τῆς	597	600	l	ὁ	17a.301	8
Ἥρης	601	605	n	Ἥρα	17a.301	8
ἱερὸν	606	611	n	ἱερός	17a.301	8
ἤρξατο	613	619	v	ἄρχω	17a.301	8
κεφαλῆς	620	627	n	κεφαλή	17a.301	8
καὶ	702	705	d	καί	17a.301	9
τραχήλου	706	714	a	τράχηλος	17a.301	9
καὶ	715	718	d	καί	17a.301	9
στήθεος	719	726	n	στῆθος	17a.301	9
πόνος	727	732	n	πόνος	17a.301	9
ἰσχυρὸς	733	740	a	ἰσχυρός	17a.301	9
αὐτίκα	742	748	d	αὐτίκα	17a.301	9
δὲ	749	751	d	δέ	17a.301	9
πυρετὸς	828	835	a	πυρετός	17a.301	10
ὀξὺς	836	840	a	ὀξύς	17a.301	10
ἔλαβε	841	846	v	λαμβάνω	17a.301	10
γυναικεῖα	848	857	a	γυναικεῖος	17a.301	10
δὲ	858	860	a	δέ	17a.301	10
σμικρὰ	861	867	a	μικρός	17a.301	10
ἐπεφαίνετο	868	878	v	ἐπιφαίνω	17a.301	10
πόνοι	880	885	a	πόνος	17a.301	10
τούτων	962	968	a	οὗτος	17a.301	11
ἁπάντων	969	976	a	ἅπας	17a.301	11
ξυνεχέες	977	985	a	συνεχής	17a.301	11
ἕκτῃ	986	990	a	ἕκτος	17a.301	11
κωματώδης	991	1000	a	κωματώδης	17a.301	11
ἀσώδης	1002	1008	a	ἀσώδης	17a.301	11
φρικώδης	1086	1094	a	φρικώδης	17a.301	12
ἐρύθημα	1096	1103	n	ἐρύθημα	17a.301	12
ἐπὶ	1104	1107	n	ἐπί	17a.301	12
γνάθων	1108	1114	n	γνάθων	17a.301	12
