orth	charde	charad	cat	lem	pag	linea
τὸ	452	454	l	ὁ	19.599	4
δὲ	455	457	d	δέ	19.599	4
λεπτὸν	458	464	a	λεπτός	19.599	4
τῇ	465	467	l	ὁ	19.599	4
συστάσει	468	476	n	σύστασις	19.599	4
καὶ	477	480	d	καί	19.599	4
πυρρὸν	481	487	a	πυρρός	19.599	4
τῷ	488	490	l	ὁ	19.599	4
χρωματι	563	570	n	χρῶμα	19.599	5
βέλτιον	571	578	a	βελτίων	19.599	5
τοῦ	579	582	l	ὁ	19.599	5
ὠχροῦ	583	588	a	ὠχρός	19.599	5
ὅμως	590	594	d	ὅμως	19.599	5
ἄπεπτον	595	602	a	ἄπεπτος	19.599	5
διὰ	603	606	r	διά	19.599	5
τήν	607	610	l	ὁ	19.599	5
σύστασιν	611	619	n	σύστασις	19.599	5
.	619	620	u	.	19.599	5
