orth	charde	charad	cat	lem	pag	linea
Κιρσοκήλη	453	462	n	Κιρσοκήλη	19.448	3
ἐστὶν	463	468	v	εἰμί	19.448	3
ἀνευρυσμος	469	479	a	ἀνευρύσμων	19.448	3
καὶ	480	483	d	καί	19.448	3
μεγεθοποίησίς	484	497	n	μεγεθοποίησις	19.448	3
τινων	570	575	a	τις	19.448	4
ἢ	576	577	d	ἤ	19.448	4
παντων	578	584	a	πᾶς	19.448	4
τῶν	585	588	p	ὁ	19.448	4
τρεφοντων	589	598	v	τρέφω	19.448	4
τον	599	602	a	τοσοῦτος	19.448	4
δίδυμον	603	610	a	δίδυμος	19.448	4
αγγεία	611	617	a	ἀγγεῖον	19.448	4
ν	618	619	a	ἐν	19.448	4
.	619	620	u	.	19.448	4
