orth	charde	charad	cat	lem	pag	linea
Νόσημά	453	459	n	Νόσημα	19.387	4
ἐστιν	460	465	v	εἰμί	19.387	4
ἕξις	466	470	n	ἕξις	19.387	4
νοσὡδης	471	478	a	νοσώδης	19.387	4
ἢ	479	480	d	ἤ	19.387	4
ὅλου	481	485	a	ὅλος	19.387	4
τοῦ	486	489	l	ὁ	19.387	4
σώματος	562	569	n	σῶμα	19.387	5
ἢ	570	571	d	ἤ	19.387	5
μέρους	572	578	n	μέρος	19.387	5
.	578	579	u	.	19.387	5
ἔτι	580	583	d	ἔτι	19.387	5
τῶν	584	587	l	ὁ	19.387	5
νοσημάτων	588	597	n	νόσημα	19.387	5
τὰ	598	600	l	ὁ	19.387	5
μέν	601	604	d	μέν	19.387	5
ἐστι	605	609	v	εἰμί	19.387	5
συνεχῆ	610	616	a	συνεχής	19.387	5
τὰ	690	692	l	ὁ	19.387	6
δἐ	693	695	v	δέ	19.387	6
διαλείποντα	696	707	v	διαλείπω	19.387	6
τὰ	710	712	l	ὁ	19.387	6
δὲ	713	715	d	δέ	19.387	6
ὀξέα	716	720	a	ὀξύς	19.387	6
τὰ	723	725	l	ὁ	19.387	6
δὲ	726	728	d	δέ	19.387	6
κατοξέα	729	736	a	κατοξέω	19.387	6
τὰ	739	741	l	ὁ	19.387	6
δὲ	742	744	c	δέ	19.387	6
χρόνια	745	751	a	χρόνιος	19.387	6
.	751	752	u	.	19.387	6
συνεχῆ	825	831	a	συνεχής	19.387	7
μὲν	832	835	d	μέν	19.387	7
ὁ	836	837	l	ὁ	19.387	7
ἦμιτριταῖος	838	849	a	ἠμιτριταῖος	19.387	7
καὶ	850	853	d	καί	19.387	7
ὁ	854	855	l	ὁ	19.387	7
τυφώδης	856	863	a	τυφώδης	19.387	7
οὕτω	864	868	d	οὕτως	19.387	7
καλουμενος	869	879	v	καλέω	19.387	7
πυρετὸς	952	959	a	πυρετός	19.387	8
καὶ	960	963	d	καί	19.387	8
ὁ	964	965	l	ὁ	19.387	8
.	965	966	u	.	19.387	8
καῦσος	967	973	n	καῦσος	19.387	8
.	973	974	u	.	19.387	8
διαλείποντα	975	986	v	διαλείπω	19.387	8
δέ	987	989	c	δέ	19.387	8
ἐστι	990	994	v	εἰμί	19.387	8
ταῦτα	995	1000	a	οὗτος	19.387	8
αμφημερινος	1074	1085	a	ἀμφημερινός	19.387	9
τριταῖος	1087	1095	a	τριταῖος	19.387	9
τεταρταῖος	1097	1107	a	τεταρταῖος	19.387	9
πεμπταῖος	1109	1118	a	πεμπταῖος	19.387	9
καὶ	1119	1122	d	καί	19.387	9
τὰ	1123	1125	p	ὁ	19.387	9
τούτοις	1126	1133	p	οὗτος	19.387	9
ὅμοια	1208	1213	a	ὁμοῖος	19.387	10
.	1213	1214	u	.	19.387	10
ὀξέα	1215	1219	a	ὀξύς	19.387	10
δὲ	1220	1222	d	δέ	19.387	10
φρενῖτις	1223	1231	a	φρενίτις	19.387	10
λήθαργος	1233	1241	a	λήθαργος	19.387	10
πλευρῖτις	1243	1252	n	πλευρῖτις	19.387	10
περιπνευμονία	1254	1267	n	περιπνευμονία	19.387	10
καῦσοι	1344	1350	a	καύω	19.387	11
καὶ	1351	1354	d	καί	19.387	11
τριταῖοι	1355	1363	a	τριταῖος	19.387	11
συνεχεῖς	1364	1372	a	συνεχής	19.387	11
.	1372	1373	u	.	19.387	11
κατοξέα	1374	1381	a	κατοξεύς	19.387	11
δὲ	1382	1384	d	δέ	19.387	11
συνάτχη	1385	1392	a	συνάτχη	19.387	11
κυνάγχη	1468	1475	a	κυνάγχη	19.387	12
ἀποπληξία	1477	1486	a	ἀποπλήξιος	19.387	12
χολέρα	1488	1494	a	χολέρα	19.387	12
τέτανος	1496	1503	a	τέταντος	19.387	12
καὶ	1504	1507	d	καί	19.387	12
τὰ	1508	1510	p	ὁ	19.387	12
τούτοις	1511	1518	p	οὗτος	19.387	12
ὅμοια	1593	1598	a	ὅμοιος	19.387	13
.	1598	1599	u	.	19.387	13
ἔ	1600	1601	-	ἔτι	19.387	13
χρόνια	1602	1608	n	χρόνιος	19.387	13
δὲ	1609	1611	c	δέ	19.387	13
φθόη	1612	1616	n	φθόη	19.387	13
ἐπίληψις	1618	1626	n	ἐπίληψις	19.387	13
ἀρθρῖτις	1628	1636	n	ἄρθριτις	19.387	13
νεφρῖτις	1638	1646	n	νεφρῖτις	19.387	13
ῦδρωψ	1722	1727	n	ὕδρωψ	19.387	14
ἀτροφία	1729	1736	n	ἀτροφία	19.387	14
καὶ	1737	1740	d	καί	19.387	14
τὰ	1741	1743	p	ὁ	19.387	14
τούτοις	1744	1751	a	οὗτος	19.387	14
ἐοικότα	1752	1759	v	ἔοικα	19.387	14
.	1759	1760	u	.	19.387	14
ἔτι	1761	1764	d	ἔτι	19.387	14
νῶν	1765	1768	n	ναῦς	19.387	14
νοσημάτων	1769	1778	n	νόσημα	19.387	14
τα	1853	1855	d	ὁ	19.387	15
μέν	1856	1859	d	μέν	19.387	15
ἐστιν	1860	1865	v	εἰμί	19.387	15
ὀξέα	1866	1870	a	ὀξύς	19.387	15
καὶ	1871	1874	d	καί	19.387	15
συνεχῆ	1875	1881	a	συνεχής	19.387	15
ὡς	1882	1884	d	ὡς	19.387	15
οἱ	1885	1887	d	ὁ	19.387	15
καῦσοι	1888	1894	a	καῦσος	19.387	15
καὶ	1895	1898	d	καί	19.387	15
φρενίτιδες	1899	1909	a	φρενῖτις	19.387	15
καὶ	1984	1987	d	καί	19.387	16
πλευρίτιδες	1988	1999	a	πλευρίτης	19.387	16
καὶ	2002	2005	d	καί	19.387	16
γὰρ	2006	2009	d	γάρ	19.387	16
ὀξέα	2010	2014	a	ὀξύς	19.387	16
ταῦτα	2015	2020	a	οὗτος	19.387	16
καὶ	2021	2024	c	καί	19.387	16
συνεχῆ	2025	2031	a	συνεχής	19.387	16
τυγχάνει	2106	2114	v	τυγχάνω	19.387	17
.	2114	2115	u	.	19.387	17
τὰ	2116	2118	l	ὁ	19.387	17
δὲ	2119	2121	c	δέ	19.387	17
οὔτε	2122	2126	c	οὔτε	19.387	17
ὀξέα	2127	2131	a	ὀξύς	19.387	17
οὔτε	2132	2136	d	οὔτε	19.387	17
συνεχῆ	2137	2143	a	συνεχής	19.387	17
ὡς	2144	2146	c	ὡς	19.387	17
τὰ	2147	2149	l	ὁ	19.387	17
χρόνια	2150	2156	a	χρόνιος	19.387	17
νου	2157	2160	p	νόος	19.387	17
σήματα	2291	2297	n	σῆμα	19.388	1
.	2297	2298	u	.	19.388	1
τὰ	2299	2301	l	ὁ	19.388	1
δὲ	2302	2304	d	δέ	19.388	1
ὀξέα	2305	2309	a	ὀξύς	19.388	1
μὲν	2310	2313	d	μέν	19.388	1
οὑ	2315	2317	p	ὁ	19.388	1
συνεχῆ	2318	2324	a	συνεχής	19.388	1
δὲ	2325	2327	d	δέ	19.388	1
ὡς	2329	2331	d	ὡς	19.388	1
οἱ	2332	2334	p	ὁ	19.388	1
τριταῖοι	2335	2343	a	τριταῖος	19.388	1
πυρετοί	2344	2351	a	πυρετός	19.388	1
τὰ	2426	2428	l	ὁ	19.388	2
δὲ	2429	2431	d	δέ	19.388	2
συνεχῆ	2432	2438	a	συνεχής	19.388	2
μὲν	2439	2442	d	μέν	19.388	2
οὐκ	2444	2447	d	οὐ	19.388	2
ὀξέα	2448	2452	a	ὀξύς	19.388	2
δὲ	2453	2455	d	δέ	19.388	2
ὡς	2457	2459	d	ὡς	19.388	2
ἦμιτριταῖοι	2460	2471	a	ἠμιτριταῖος	19.388	2
καὶ	2472	2475	c	καί	19.388	2
οἱ	2548	2550	p	ὁ	19.388	3
τυφωδεις	2551	2559	a	τυφωδέω	19.388	3
.	2559	2560	u	.	19.388	3
