orth	charde	charad	cat	lem	pag	linea
Κάτοχός	455	462	n	Κάτοχος	19.414	15
ἐστιν	463	468	v	εἰμί	19.414	15
ἀναισθησία	469	479	n	ἀναισθησία	19.414	15
τῆς	480	483	n	ὁ	19.414	15
ψυχῆς	484	489	n	ψυχή	19.414	15
μετα	490	494	n	μετά	19.414	15
πηξεως	495	501	n	πήξ	19.414	15
τοῦ	576	579	n	ὁ	19.414	16
παντος	580	586	a	πᾶς	19.414	16
σώματος	587	594	n	σῶμα	19.414	16
.	594	595	u	.	19.414	16
εἴδη	596	600	n	εἶδος	19.414	16
δὲ	601	603	c	δέ	19.414	16
κατόχου	604	611	n	κάτοχος	19.414	16
τρία	612	616	a	τρεῖς	19.414	16
.	616	617	u	.	19.414	16
ὁ	618	619	l	ὁ	19.414	16
μὲν	620	623	d	μέν	19.414	16
γὰρ	698	701	d	γάρ	19.414	17
ὑπνώδης	702	709	a	ὑπνώδης	19.414	17
ὅς	710	712	p	ὅς	19.414	17
παράκειται	713	723	v	παράκειμαι	19.414	17
τῷ	724	726	l	ὁ	19.414	17
ληθάργῳ	727	734	a	λήθαργος	19.414	17
ό	736	737	p	ό	19.414	17
δὲ	738	740	d	δέ	19.414	17
ἕτερος	741	747	a	ἕτερος	19.414	17
ἐγρηγορως	748	757	d	ἐγέγορος	19.414	17
ῳ	832	833	p	ὁ	19.414	18
παρακειται	834	844	v	παράκειμαι	19.414	18
τέτανος	845	852	a	τέταντος	19.414	18
καὶ	853	856	d	καί	19.414	18
ἡ	857	858	p	ὁ	19.414	18
ἐφ	859	861	-	ἐπί	19.414	18
υστέρα	863	869	a	ὕστερος	19.414	18
καλουμένη	870	879	v	καλέω	19.414	18
πνίξ	954	958	d	πνίξ	19.414	19
.	958	959	u	.	19.414	19
τρίτον	960	966	a	τρίτος	19.414	19
είδος	967	972	n	εἷδος	19.414	19
κατόχου	973	980	n	κάτοχος	19.414	19
ὄν	981	983	v	εἰμί	19.414	19
οὑκ	984	987	d	οὐ	19.414	19
ἄν	988	990	d	ἄν1	19.414	19
τις	991	994	a	τις	19.414	19
ἀσυνέτως	995	1003	d	ἀσύνετος	19.414	19
κάτοχον	1004	1011	a	κάτοχος	19.414	19
ὸνομάζιι	1142	1150	a	ὄνομα	19.415	1
φρενιτικόν	1151	1161	a	φρενιτικός	19.415	1
.	1161	1162	u	.	19.415	1
γίνεται	1163	1170	v	γίγνομαι	19.415	1
δὲ	1171	1173	d	δέ	19.415	1
ἐκ	1174	1176	d	ἐκ	19.415	1
μίγματος	1177	1185	n	μίγμα	19.415	1
δύο	1186	1189	a	δύο	19.415	1
ἀῤῥω	1190	1194	n	ἄραρρος	19.415	1
στημάτων	1267	1275	n	στῆμα	19.415	2
κατοχου	1276	1283	n	κάτοχος	19.415	2
τε	1284	1286	d	τε	19.415	2
καὶ	1287	1290	c	καί	19.415	2
φρενίτιδος	1291	1301	n	φρενίτης	19.415	2
ὥσπερ	1302	1307	d	ὥσπερ	19.415	2
καὶ	1308	1311	d	καί	19.415	2
ἡ	1312	1313	d	ὁ	19.415	2
τυφα	1314	1318	p	τυφός	19.415	2
μανία	1319	1324	n	μανία	19.415	2
.	1324	1325	u	.	19.415	2
