orth	charde	charad	cat	lem	pag	linea
δ	282	283	n	—	19.728	1
ἀντὶ	377	381	n	ἀντί	19.728	6
ἐβένου	382	388	v	βένος	19.728	6
λώτινον	390	397	a	λώτινος	19.728	6
ξύλον	398	403	n	ξύλον	19.728	6
.	403	404	u	.	19.728	6
ἀντὶ	500	504	n	ἀντί	19.728	7
ἐβίσκου	505	512	n	βισκόω	19.728	7
ῥίζης	513	518	n	ῥίζα	19.728	7
ῥίζα	521	525	n	ῥίζα	19.728	7
παπυρου	526	533	n	παπυρός	19.728	7
ἢ	534	535	d	ἤ	19.728	7
φύλλα	536	541	n	φύλλον	19.728	7
μορέας	542	548	n	μορέας	19.728	7
.	548	549	u	.	19.728	7
ἀντὶ	644	648	r	ἀντί	19.728	8
ἐλαίας	649	655	n	ἐλαία	19.728	8
δακρύου	656	663	n	δάκρυον	19.728	8
ὑποκιστίδος	665	676	n	ὑποκιστίς	19.728	8
χυλός	678	683	n	χυλός	19.728	8
.	683	684	u	.	19.728	8
ἀντὶ	779	783	n	ἀντί	19.728	9
ἐλαίας	784	790	n	ἐλαία	19.728	9
Αίθιοπικῆς	791	801	n	Αἰθιοπικός	19.728	9
δακρύου	802	809	n	δάκρυον	19.728	9
ἀκακίας	811	818	n	ἀκακία	19.728	9
μέρη	819	823	n	μέρος	19.728	9
.	823	824	u	.	19.728	9
β	825	826	-	β	19.728	9
.	826	827	u	.	19.728	9
ἀντὶ	924	928	r	ἀντί	19.728	10
ἐλαίου	929	935	n	ἔλαιον	19.728	10
κικίνου	936	943	n	κικίνους	19.728	10
δάφνινον	945	953	a	δάφνινος	19.728	10
ἢ	954	955	d	ἤ	19.728	10
ἔλαιον	956	962	n	ἔλαιον	19.728	10
παλαιόν	963	970	a	παλαιός	19.728	10
.	970	971	u	.	19.728	10
ἀντὶ	1068	1072	r	ἀντί	19.728	11
ἐλαίου	1073	1079	n	ἔλαιον	19.728	11
παλαιοῦ	1080	1087	a	παλαιός	19.728	11
σικυώνιον	1089	1098	n	σικυώνιος	19.728	11
ἐλαίου	1100	1106	n	ἔλαιον	19.728	11
τὸ	1107	1109	a	ὁ	19.728	11
διπλοῦν	1110	1117	a	διπλόος	19.728	11
στέαρ	1119	1124	n	στέαρ	19.728	11
παλαιὸν	1199	1206	a	παλαιός	19.728	12
χοίρειον	1207	1215	a	χοίρειος	19.728	12
τὸ	1217	1219	a	ὁ	19.728	12
διπλοῦν	1220	1227	a	διπλόος	19.728	12
ἔλαιον	1228	1234	n	ἔλαιον	19.728	12
ἕψε	1235	1238	a	ἕπομαι	19.728	12
μετἀ	1239	1243	a	μετά	19.728	12
στεα ́τος	1244	1252	a	στεάτης	19.728	12
ὑὸς	1327	1330	n	ὗς	19.728	13
παλαιοῦ	1331	1338	a	παλαιός	19.728	13
.	1338	1339	u	.	19.728	13
ἀντὶ	1436	1440	r	ἀντί	19.728	14
ἐλαίου	1441	1447	n	ἔλαιον	19.728	14
ῥοδίνου	1448	1455	n	ῥοδῖνος	19.728	14
ἔλαιον	1457	1463	n	ἔλαιον	19.728	14
μήλινον	1464	1471	a	μήλινος	19.728	14
.	1471	1472	u	.	19.728	14
ἀντὶ	1569	1573	n	ἀντί	19.728	15
ἐλαίου	1574	1580	n	ἔλαιον	19.728	15
σπανοῦ	1581	1587	n	σπανός	19.728	15
θάλλους	1589	1596	n	θάλλω	19.728	15
ἐλαίῳ	1597	1602	n	ἔλαιον	19.728	15
ἀταλούς	1603	1610	n	ἀταλός	19.728	15
θλάσας	1611	1617	v	θλάω	19.728	15
ἐπίβαλλε	1618	1626	v	ἐπιβάλλω	19.728	15
.	1626	1627	u	.	19.728	15
ἀντὶ	1810	1814	r	ἀντί	19.728	17
ἐλαίου	1815	1821	n	ἔλαιον	19.728	17
χαμαιμηλίνου	1822	1834	a	χαμαιμήλινος	19.728	17
ελαιον	1836	1842	a	ἐλαίω	19.728	17
ῥόδινον	1843	1850	a	ῥόδινος	19.728	17
.	1850	1851	u	.	19.728	17
ἀντὶ	2015	2019	r	ἀντί	19.729	1
ἐλαίου	2020	2026	n	ἔλαιον	19.729	1
ῥαφανίνου	2027	2036	a	ῥαφάνινος	19.729	1
ἔλαιον	2038	2044	n	ἔλαιον	19.729	1
κίκινον	2045	2052	n	κικίνω	19.729	1
.	2052	2053	u	.	19.729	1
ἀντὶ	2148	2152	r	ἀντί	19.729	2
ἐλατηρίου	2153	2162	n	ἐλατήριος	19.729	2
χυλοῦ	2163	2168	n	χυλός	19.729	2
πράσου	2170	2176	n	πράσον	19.729	2
χυλὸς	2177	2182	n	χυλός	19.729	2
ἢ	2183	2184	d	ἤ	19.729	2
χυλὸς	2185	2190	n	χυλός	19.729	2
συκέας	2191	2197	n	συκέα	19.729	2
.	2197	2198	u	.	19.729	2
ἀντὶ	2293	2297	r	ἀντί	19.729	3
ἐλαφείου	2298	2306	n	ἐλαφεῖον	19.729	3
στέατος	2307	2314	n	στέαρ	19.729	3
ὕειον	2316	2321	n	ὕειος	19.729	3
.	2321	2322	u	.	19.729	3
ἀντὶ	2417	2421	r	ἀντί	19.729	4
ἐλελισφάκου	2422	2433	a	ἐλελισφάκος	19.729	4
καλαμίνθη	2435	2444	v	καλαμίνθης	19.729	4
.	2444	2445	u	.	19.729	4
ἀντὶ	2635	2639	r	ἀντί	19.729	5
ἐλλεβόρου	2640	2649	a	ἑλλέβορος	19.729	5
μέλανος	2650	2657	a	μέλας	19.729	5
στρουθίου	2659	2668	n	στρουθίον	19.729	5
ἢ	2669	2670	d	ἤ	19.729	5
παπύρου	2671	2678	n	παπύρος	19.729	5
ῥίζα	2679	2683	n	ῥίζα	19.729	5
.	2683	2684	u	.	19.729	5
ἀντὶ	2757	2761	r	ἀντί	19.729	6
ἑλενίου	2762	2769	a	ἑλένιον	19.729	6
κόστος	2771	2777	n	κόστος	19.729	6
.	2777	2778	u	.	19.729	6
ἀντὶ	2873	2877	r	ἀντί	19.729	7
ἐννεαφύλλου	2878	2889	a	ἐννεάφυλλος	19.729	7
κολοκυνθίδος	2891	2903	n	κολοκύνθις	19.729	7
σπέρμα	2904	2910	n	σπέρμα	19.729	7
ἢ	2911	2912	d	ἤ	19.729	7
ποταμογείτων	2913	2925	n	ποταμογείτων	19.729	7
.	2925	2926	u	.	19.729	7
ἀντὶ	3021	3025	r	ἀντί	19.729	8
ἐπιθύμου	3026	3034	a	ἐπίθυμος	19.729	8
κολοκυνθίδος	3036	3048	n	κολοκύνθις	19.729	8
σπέρμα	3049	3055	n	σπέρμα	19.729	8
.	3055	3056	u	.	19.729	8
ἀντὶ	3151	3155	r	ἀντί	19.729	9
ἐρέγμου	3156	3163	a	ἔρεγμος	19.729	9
στρούθιον	3165	3174	n	στρούθιον	19.729	9
.	3174	3175	u	.	19.729	9
ἀντὶ	3272	3276	r	ἀντί	19.729	10
ἐρίκης	3277	3283	n	ἐρίκη	19.729	10
κικὶς	3285	3290	n	κικίς	19.729	10
ὀμφακίτις	3291	3300	n	ὀμφακίτης	19.729	10
.	3300	3301	u	.	19.729	10
ἀντὶ	3398	3402	r	ἀντί	19.729	11
ἐρίκης	3403	3409	n	ἐρίκη	19.729	11
καρποῦ	3410	3416	n	καρπός1	19.729	11
κισσὸς	3418	3424	n	κισσός	19.729	11
ὄμφαξ	3425	3430	n	ὄμφαξ	19.729	11
.	3430	3431	u	.	19.729	11
ἀντὶ	3528	3532	n	ἀντί	19.729	12
ἐρίνου	3533	3539	n	ἔρινος	19.729	12
φύλλων	3540	3546	n	φύλλον	19.729	12
φύλλα	3548	3553	n	φύλλον	19.729	12
μορέας	3554	3560	n	μορέα	19.729	12
ἢ	3561	3562	d	ἤ	19.729	12
κόπρος	3563	3569	n	κόπρος	19.729	12
ἴβεως	3570	3575	n	ἴβεος	19.729	12
.	3575	3576	u	.	19.729	12
ἀντὶ	3673	3677	r	ἀντί	19.729	13
ἑρπύλλου	3678	3686	n	ἕρπυλλος	19.729	13
ποταμογείτων	3688	3700	n	ποταμογείτων	19.729	13
ἢ	3701	3702	d	ἤ	19.729	13
πύρεθρον	3703	3711	n	πύρεθρος	19.729	13
.	3711	3712	u	.	19.729	13
ἀντὶ	3809	3813	r	ἀντί	19.729	14
ἐρυσίμου	3814	3822	a	ἐρύσιμος	19.729	14
ἔρεγμον	3824	3831	a	ἔρεγμος	19.729	14
ἢ	3832	3833	d	ἤ	19.729	14
στρούθιον	3834	3843	n	στρούθιον	19.729	14
.	3843	3844	u	.	19.729	14
ἀντὶ	3941	3945	r	ἀντί	19.729	15
εὐζώμου	3946	3953	a	εὔζωμος	19.729	15
σπέρματος	3954	3963	n	σπέρμα	19.729	15
ἐρυσίμου	3965	3973	a	ἐρύσιμος	19.729	15
σπέρμα	3974	3980	n	σπέρμα	19.729	15
.	3980	3981	u	.	19.729	15
ἀντὶ	4078	4082	r	ἀντί	19.729	16
εὐπατορίου	4083	4093	a	εὐπατόριον	19.729	16
.	4093	4094	u	.	19.729	16
χαμαιπίτυς	4095	4105	d	χαμαιπίτυς	19.729	16
.	4105	4106	u	.	19.729	16
ἀντὶ	4203	4207	r	ἀντί	19.729	17
εὐφορβίου	4208	4217	a	εὐφόρβιος	19.729	17
κόπρος	4219	4225	n	κόπρος	19.729	17
περιστερᾶς	4226	4236	a	περιστερά	19.729	17
ἀγρίας	4237	4243	a	ἄγριος	19.729	17
ἡ	4244	4245	a	ὁ	19.729	17
ἀγαρικόν	4246	4254	a	ἀγαρικός	19.729	17
.	4254	4255	u	.	19.729	17
